New Run at  07/13/2017 20:13:27
, Time, RandomReward; N_LinUCBReward; 
data,1272664800000,3047;7593;23687
data,1272664800000,3047;7382;23687
data,1272664800000,3047;323;23687
data,1272664800000,3047;5455;23687
data,1272664800000,3047;8020;23687
data,1272664800000,3047;2676;23687
data,1272664800000,3047;641;23687
data,1272664800000,3047;8121;23688
data,1272664800000,3047;8569;23688
data,1272664800000,3047;5111;23688
data,1272664800000,3047;1843;23688
data,1272664800000,3047;1262;23688
data,1272664800000,3047;9476;23689
data,1272664800000,3047;12266;23690
data,1272664800000,3047;1515;23690
data,1272664800000,3047;6023;23690
data,1272664800000,3047;11040;23690
data,1272664800000,3047;4997;23691
data,1272664800000,3047;2337;23691
data,1272664800000,3047;5985;23691
data,1272664800000,3047;2742;23692
data,1272664800000,3047;6973;23692
data,1272664800000,3048;8814;23692
data,1272664800000,3048;5139;23692
data,1272664800000,3048;6601;23692
data,1272664800000,3048;10287;23692
data,1272664800000,3048;1193;23692
data,1272664800000,3048;3619;23693
data,1272664800000,3048;11776;23693
data,1272664800000,3048;3811;23693
data,1272664800000,3048;11794;23694
data,1272664800000,3048;6340;23694
data,1272664800000,3048;7257;23694
data,1272664800000,3048;8306;23694
data,1272664800000,3048;6455;23694
data,1272664800000,3048;11390;23694
data,1272664800000,3048;2685;23695
data,1272664800000,3048;1762;23695
data,1272664800000,3048;9134;23695
data,1272664800000,3048;5707;23695
data,1272664800000,3049;8448;23695
data,1272664800000,3049;1351;23695
data,1272664800000,3049;7070;23695
data,1272664800000,3049;7368;23696
data,1275343200000,3050;8147;23697
data,1275343200000,3050;10518;23697
data,1275343200000,3050;7934;23697
data,1275343200000,3050;4878;23697
data,1275343200000,3050;8369;23697
data,1275343200000,3050;10799;23697
data,1275343200000,3050;4675;23698
data,1275343200000,3050;8884;23698
data,1275343200000,3050;3475;23698
data,1277935200000,3050;378;23698
data,1277935200000,3050;8510;23698
data,1277935200000,3050;12322;23698
data,1277935200000,3050;4621;23698
data,1277935200000,3050;7043;23698
data,1280613600000,3050;5358;23698
data,1280613600000,3050;3986;23698
data,1280613600000,3050;9393;23698
data,1283292000000,3050;7241;23699
data,1283292000000,3050;7922;23699
data,1285884000000,3051;5432;23699
data,1291158000000,3051;11466;23699
data,1196463600000,3051;478;23700
data,1196463600000,3051;151;23700
data,1196463600000,3051;10516;23700
data,1196463600000,3051;516;23700
data,1196463600000,3051;9837;23700
data,1196463600000,3051;6704;23700
data,1196463600000,3051;4373;23701
data,1196463600000,3051;12192;23701
data,1196463600000,3051;6277;23702
data,1196463600000,3051;2111;23702
data,1196463600000,3051;11433;23702
data,1196463600000,3051;7264;23702
data,1196463600000,3051;4267;23702
data,1196463600000,3051;4098;23702
data,1196463600000,3051;2793;23702
data,1196463600000,3051;4958;23702
data,1196463600000,3051;2079;23703
data,1196463600000,3051;10703;23704
data,1196463600000,3052;3361;23705
data,1196463600000,3052;12305;23705
data,1196463600000,3053;3139;23705
data,1196463600000,3053;961;23705
data,1196463600000,3053;10392;23705
data,1196463600000,3053;516;23705
data,1196463600000,3053;5839;23705
data,1196463600000,3053;4987;23705
data,1196463600000,3053;10267;23705
data,1196463600000,3053;4818;23705
data,1196463600000,3053;4585;23705
data,1196463600000,3053;8041;23705
data,1196463600000,3053;12305;23705
data,1196463600000,3053;1406;23705
data,1196463600000,3053;1036;23705
data,1196463600000,3053;7043;23705
data,1196463600000,3053;3872;23706
data,1196463600000,3053;5429;23706
data,1196463600000,3053;9397;23706
data,1204326000000,3053;3874;23706
data,1204326000000,3053;2684;23706
data,1204326000000,3053;8524;23706
data,1209592800000,3053;1843;23706
data,1209592800000,3053;9443;23706
data,1209592800000,3053;7239;23707
data,1209592800000,3053;12264;23707
data,1209592800000,3053;11126;23707
data,1209592800000,3053;6388;23708
data,1209592800000,3053;9443;23708
data,1217541600000,3053;11103;23708
data,1217541600000,3053;11005;23708
data,1217541600000,3053;12293;23708
data,1217541600000,3053;9156;23708
data,1217541600000,3053;2216;23708
data,1217541600000,3053;8258;23708
data,1217541600000,3053;3723;23708
data,1217541600000,3053;10703;23709
data,1217541600000,3053;7987;23709
data,1217541600000,3053;2049;23710
data,1217541600000,3053;10055;23710
data,1217541600000,3053;2079;23711
data,1217541600000,3053;1832;23711
data,1217541600000,3053;8001;23711
data,1217541600000,3053;6659;23711
data,1217541600000,3053;7676;23711
data,1217541600000,3053;12499;23711
data,1217541600000,3054;11593;23711
data,1217541600000,3054;9706;23712
data,1217541600000,3054;5839;23712
data,1217541600000,3054;11390;23713
data,1217541600000,3054;11505;23713
data,1217541600000,3054;667;23713
data,1217541600000,3054;496;23713
data,1217541600000,3054;3621;23713
data,1217541600000,3054;3691;23713
data,1217541600000,3055;1018;23714
data,1217541600000,3055;514;23715
data,1217541600000,3055;1501;23716
data,1217541600000,3055;6739;23716
data,1217541600000,3055;11518;23716
data,1217541600000,3055;10273;23716
data,1217541600000,3055;11118;23716
data,1217541600000,3055;1545;23717
data,1217541600000,3055;1828;23717
data,1217541600000,3055;11441;23717
data,1217541600000,3055;5895;23717
data,1217541600000,3055;27;23717
data,1217541600000,3055;8750;23718
data,1217541600000,3055;11510;23718
data,1217541600000,3055;1562;23718
data,1217541600000,3055;1847;23718
data,1217541600000,3055;888;23718
data,1217541600000,3055;9840;23719
data,1217541600000,3055;255;23719
data,1217541600000,3055;10703;23720
data,1217541600000,3055;5897;23721
data,1217541600000,3055;2079;23722
data,1217541600000,3055;10517;23722
data,1220220000000,3055;11302;23722
data,1220220000000,3055;7603;23722
data,1220220000000,3055;10919;23722
data,1220220000000,3055;3029;23722
data,1220220000000,3055;662;23723
data,1220220000000,3055;3190;23723
data,1220220000000,3055;2147;23723
data,1220220000000,3055;9784;23723
data,1220220000000,3055;1977;23723
data,1220220000000,3055;7635;23723
data,1220220000000,3055;6402;23723
data,1220220000000,3055;6390;23723
data,1220220000000,3055;5192;23723
data,1220220000000,3055;1213;23723
data,1222812000000,3055;7679;23724
data,1222812000000,3055;11293;23724
data,1222812000000,3055;9178;23724
data,1222812000000,3055;2958;23724
data,1222812000000,3055;6687;23724
data,1222812000000,3055;1639;23724
data,1222812000000,3055;6021;23724
data,1222812000000,3055;10390;23724
data,1222812000000,3055;3792;23724
data,1222812000000,3055;3618;23724
data,1225494000000,3055;8600;23724
data,1225494000000,3055;5654;23724
data,1225494000000,3055;4658;23724
data,1228086000000,3055;10165;23724
data,1228086000000,3055;11131;23724
data,1228086000000,3055;84;23724
data,1228086000000,3055;8281;23724
data,1228086000000,3055;6582;23724
data,1228086000000,3055;11425;23724
data,1230764400000,3055;8362;23724
data,1230764400000,3055;12443;23724
data,1230764400000,3055;11058;23724
data,1233442800000,3055;3954;23724
data,1233442800000,3055;1214;23724
data,1233442800000,3055;1171;23724
data,1233442800000,3055;6724;23724
data,1233442800000,3055;11518;23724
data,1235862000000,3055;8350;23724
data,1246399200000,3055;258;23724
data,1251756000000,3055;12099;23724
data,1251756000000,3055;9030;23724
data,1251756000000,3055;11776;23724
data,1222812000000,3055;3058;23724
data,1222812000000,3055;1733;23724
data,1222812000000,3055;2425;23724
data,1222812000000,3055;10692;23724
data,1222812000000,3055;5213;23724
data,1222812000000,3055;11546;23724
data,1222812000000,3055;4988;23724
data,1222812000000,3055;5988;23724
data,1222812000000,3055;12209;23724
data,1222812000000,3055;9673;23724
data,1222812000000,3055;4668;23724
data,1222812000000,3055;11366;23724
data,1222812000000,3055;7621;23724
data,1222812000000,3055;10167;23724
data,1222812000000,3055;7884;23724
data,1222812000000,3055;7033;23724
data,1222812000000,3055;2376;23724
data,1222812000000,3055;10390;23724
data,1222812000000,3055;8780;23724
data,1222812000000,3055;11569;23724
data,1222812000000,3055;11219;23724
data,1222812000000,3055;11642;23724
data,1222812000000,3055;8734;23724
data,1222812000000,3055;8535;23724
data,1222812000000,3055;5126;23724
data,1222812000000,3055;12374;23724
data,1222812000000,3055;4936;23724
data,1222812000000,3055;5982;23724
data,1222812000000,3055;2578;23724
data,1222812000000,3055;10274;23725
data,1222812000000,3055;7753;23725
data,1222812000000,3055;3523;23725
data,1222812000000,3055;3100;23726
data,1222812000000,3055;3681;23726
data,1222812000000,3055;10345;23727
data,1222812000000,3055;10023;23727
data,1222812000000,3055;3858;23727
data,1222812000000,3055;9638;23727
data,1222812000000,3055;4287;23728
data,1222812000000,3055;7525;23728
data,1222812000000,3055;4987;23728
data,1222812000000,3055;7938;23728
data,1222812000000,3055;4015;23728
data,1222812000000,3055;11856;23728
data,1222812000000,3055;11767;23728
data,1222812000000,3055;6289;23728
data,1222812000000,3055;511;23728
data,1222812000000,3055;3763;23728
data,1222812000000,3056;3293;23728
data,1222812000000,3056;2779;23728
data,1222812000000,3056;2008;23729
data,1228086000000,3056;6201;23729
data,1230764400000,3056;995;23729
data,1230764400000,3056;5225;23729
data,1246399200000,3056;11337;23729
data,1246399200000,3056;1979;23729
data,1246399200000,3056;8812;23730
data,1246399200000,3056;11723;23730
data,1246399200000,3056;7142;23730
data,1251756000000,3056;6233;23731
data,1262300400000,3056;11151;23732
data,1141167600000,3056;4933;23733
data,1141167600000,3056;516;23734
data,1141167600000,3056;10699;23735
data,1141167600000,3056;11502;23736
data,1141167600000,3056;1528;23737
data,1141167600000,3056;9178;23737
data,1141167600000,3056;7883;23738
data,1141167600000,3056;5795;23739
data,1141167600000,3056;4327;23740
data,1141167600000,3056;5362;23740
data,1141167600000,3056;6506;23740
data,1141167600000,3056;5401;23740
data,1141167600000,3056;8110;23741
data,1141167600000,3056;9465;23741
data,1141167600000,3056;3695;23742
data,1141167600000,3056;2927;23743
data,1141167600000,3056;11078;23743
data,1141167600000,3056;1302;23744
data,1141167600000,3056;7566;23745
data,1141167600000,3056;6456;23745
data,1141167600000,3056;12520;23746
data,1141167600000,3056;10413;23746
data,1141167600000,3056;7716;23747
data,1141167600000,3056;3144;23748
data,1141167600000,3056;8435;23749
data,1141167600000,3056;10804;23750
data,1141167600000,3056;4532;23751
data,1141167600000,3056;6340;23751
data,1141167600000,3056;4831;23751
data,1141167600000,3056;5022;23752
data,1141167600000,3056;757;23752
data,1141167600000,3057;3442;23753
data,1141167600000,3057;6724;23754
data,1141167600000,3057;3845;23754
data,1143842400000,3057;5540;23755
data,1143842400000,3057;11430;23755
data,1146434400000,3058;7140;23755
data,1146434400000,3058;8409;23755
data,1146434400000,3059;12057;23755
data,1146434400000,3059;11490;23755
data,1146434400000,3059;3554;23755
data,1146434400000,3059;3547;23756
data,1146434400000,3059;8637;23756
data,1146434400000,3059;11679;23756
data,1146434400000,3059;4933;23757
data,1146434400000,3059;5760;23757
data,1146434400000,3059;1898;23757
data,1146434400000,3059;4165;23757
data,1146434400000,3059;7371;23757
data,1146434400000,3059;10779;23757
data,1146434400000,3059;8416;23757
data,1146434400000,3059;7252;23757
data,1146434400000,3059;4168;23757
data,1146434400000,3059;2927;23758
data,1146434400000,3059;10828;23758
data,1146434400000,3059;9974;23758
data,1146434400000,3060;10601;23758
data,1146434400000,3060;9266;23758
data,1146434400000,3060;1083;23758
data,1146434400000,3060;12436;23758
data,1146434400000,3060;316;23759
data,1146434400000,3060;7624;23760
data,1146434400000,3060;4536;23761
data,1146434400000,3060;4715;23762
data,1146434400000,3060;7806;23762
data,1146434400000,3060;10295;23763
data,1146434400000,3060;7979;23763
data,1146434400000,3060;6940;23763
data,1146434400000,3060;458;23764
data,1146434400000,3060;1276;23764
data,1146434400000,3060;3384;23765
data,1146434400000,3060;3144;23766
data,1146434400000,3060;3951;23766
data,1146434400000,3060;3945;23766
data,1146434400000,3060;9317;23766
data,1146434400000,3060;11638;23766
data,1146434400000,3060;0;23767
data,1146434400000,3060;12422;23767
data,1146434400000,3060;9763;23768
data,1146434400000,3060;5795;23769
data,1146434400000,3060;5930;23769
data,1146434400000,3060;6636;23769
data,1146434400000,3060;4323;23769
data,1146434400000,3060;5760;23769
data,1146434400000,3060;5593;23769
data,1146434400000,3060;1397;23769
data,1146434400000,3060;466;23769
data,1146434400000,3060;12481;23770
data,1146434400000,3060;7544;23770
data,1146434400000,3060;3179;23771
data,1146434400000,3060;8947;23772
data,1146434400000,3060;3493;23772
data,1146434400000,3060;3829;23772
data,1146434400000,3060;7495;23773
data,1146434400000,3060;2991;23773
data,1146434400000,3060;2753;23773
data,1146434400000,3060;3026;23773
data,1146434400000,3060;5284;23773
data,1146434400000,3060;2888;23774
data,1146434400000,3060;9036;23774
data,1146434400000,3061;1703;23774
data,1146434400000,3061;2789;23775
data,1149112800000,3061;8435;23776
data,1149112800000,3061;7754;23777
data,1149112800000,3061;9190;23778
data,1149112800000,3061;5427;23778
data,1149112800000,3061;516;23779
data,1149112800000,3061;11941;23779
data,1149112800000,3061;3566;23780
data,1149112800000,3061;8413;23781
data,1149112800000,3061;3696;23781
data,1149112800000,3061;4087;23781
data,1149112800000,3061;10642;23781
data,1149112800000,3061;1007;23781
data,1149112800000,3061;6548;23781
data,1149112800000,3061;1601;23781
data,1149112800000,3061;1088;23781
data,1149112800000,3061;8746;23781
data,1149112800000,3061;7958;23781
data,1149112800000,3061;2041;23782
data,1149112800000,3061;11071;23782
data,1149112800000,3061;6589;23782
data,1151704800000,3061;5779;23783
data,1151704800000,3061;1055;23783
data,1151704800000,3061;728;23783
data,1151704800000,3061;11657;23784
data,1151704800000,3061;3045;23784
data,1151704800000,3061;5064;23784
data,1151704800000,3061;4202;23785
data,1151704800000,3061;1565;23785
data,1151704800000,3061;11708;23785
data,1151704800000,3061;7605;23786
data,1151704800000,3061;7515;23786
data,1151704800000,3061;4189;23787
data,1154383200000,3061;9063;23787
data,1154383200000,3061;5358;23787
data,1154383200000,3061;11492;23787
data,1154383200000,3061;5716;23787
data,1154383200000,3061;3235;23788
data,1154383200000,3061;3442;23789
data,1154383200000,3061;12520;23790
data,1154383200000,3061;1898;23790
data,1154383200000,3061;1689;23791
data,1154383200000,3061;11333;23792
data,1154383200000,3061;9837;23793
data,1154383200000,3061;221;23793
data,1157061600000,3061;10602;23794
data,1157061600000,3061;7812;23795
data,1159653600000,3061;10040;23796
data,1162335600000,3061;7406;23797
data,1164927600000,3061;2062;23797
data,1164927600000,3061;8822;23797
data,1164927600000,3061;2111;23798
data,1164927600000,3061;8012;23798
data,1164927600000,3061;10935;23798
data,1164927600000,3061;11927;23799
data,1164927600000,3061;7231;23800
data,1164927600000,3061;5930;23800
data,1164927600000,3061;802;23800
data,1164927600000,3061;4497;23800
data,1164927600000,3061;1205;23801
data,1164927600000,3061;8369;23801
data,1164927600000,3061;9905;23801
data,1164927600000,3061;2350;23802
data,1167606000000,3061;322;23803
data,1167606000000,3061;7735;23804
data,1167606000000,3061;2980;23804
data,1167606000000,3061;4327;23805
data,1167606000000,3061;6670;23805
data,1177970400000,3061;4542;23806
data,1183240800000,3061;1072;23806
data,1183240800000,3061;1960;23806
data,1201820400000,3061;2196;23807
data,1201820400000,3061;10699;23808
data,1201820400000,3061;6456;23808
data,1204326000000,3061;8413;23809
data,1249077600000,3061;6402;23810
data,1304677096420,3061;7664;23811
data,1185919200000,3061;198;23811
data,1185919200000,3061;6934;23811
data,1185919200000,3061;3996;23811
data,1185919200000,3061;5111;23811
data,1185919200000,3061;10332;23812
data,1185919200000,3061;2902;23812
data,1207000800000,3061;3352;23812
data,1207000800000,3061;441;23813
data,1207000800000,3061;6087;23813
data,1209592800000,3061;889;23813
data,1209592800000,3061;522;23814
data,1209592800000,3061;7894;23814
data,1209592800000,3061;522;23815
data,1209592800000,3061;522;23816
data,1209592800000,3061;4189;23816
data,1209592800000,3061;4236;23816
data,1209592800000,3061;10904;23816
data,1212271200000,3061;522;23817
data,1217541600000,3061;8253;23817
data,1217541600000,3061;6611;23817
data,1217541600000,3061;2204;23817
data,1217541600000,3061;5183;23817
data,1230764400000,3061;10469;23817
data,1230764400000,3061;7991;23817
data,1230764400000,3061;6145;23817
data,1233442800000,3061;1128;23818
data,1233442800000,3061;8646;23819
data,1233442800000,3061;842;23819
data,1235862000000,3061;8646;23820
data,1235862000000,3061;12003;23820
data,1235862000000,3061;2871;23820
data,1235862000000,3061;6257;23821
data,1235862000000,3061;2122;23821
data,1235862000000,3061;10643;23822
data,1235862000000,3061;7769;23823
data,1235862000000,3061;11372;23824
data,1235862000000,3061;8777;23824
data,1235862000000,3062;2700;23824
data,1235862000000,3062;9732;23824
data,1235862000000,3062;696;23825
data,1235862000000,3062;8445;23825
data,1235862000000,3062;10129;23825
data,1235862000000,3062;11212;23826
data,1235862000000,3062;9774;23827
data,1235862000000,3062;4893;23828
data,1235862000000,3062;6456;23828
data,1235862000000,3062;5824;23828
data,1235862000000,3063;6837;23829
data,1235862000000,3063;5055;23829
data,1235862000000,3063;4076;23829
data,1235862000000,3063;359;23829
data,1235862000000,3063;5074;23830
data,1235862000000,3063;3667;23831
data,1235862000000,3063;9988;23832
data,1235862000000,3063;11608;23832
data,1235862000000,3063;3970;23833
data,1235862000000,3063;2099;23834
data,1235862000000,3063;11782;23834
data,1235862000000,3063;4164;23835
data,1235862000000,3063;10483;23835
data,1235862000000,3063;3870;23836
data,1235862000000,3063;521;23837
data,1235862000000,3063;12183;23838
data,1235862000000,3063;3306;23839
data,1235862000000,3063;8526;23839
data,1235862000000,3063;4348;23840
data,1235862000000,3063;11968;23840
data,1235862000000,3063;8994;23841
data,1235862000000,3063;1785;23841
data,1235862000000,3063;12423;23842
data,1235862000000,3063;5991;23842
data,1235862000000,3063;9988;23843
data,1235862000000,3063;6569;23844
data,1235862000000,3063;2504;23845
data,1235862000000,3063;8646;23846
data,1235862000000,3063;5244;23846
data,1238536800000,3063;3393;23847
data,1241128800000,3063;3619;23848
data,1243807200000,3063;441;23849
data,1243807200000,3063;9380;23849
data,1243807200000,3063;441;23850
data,1243807200000,3063;11701;23850
data,1243807200000,3063;441;23851
data,1243807200000,3063;441;23852
data,1243807200000,3063;4056;23852
data,1243807200000,3063;2558;23852
data,1243807200000,3063;441;23853
data,1246399200000,3063;8065;23854
data,1246399200000,3063;2918;23854
data,1246399200000,3063;2864;23854
data,1246399200000,3063;11991;23855
data,1249077600000,3063;3650;23856
data,1249077600000,3063;8164;23857
data,1264978800000,3064;9988;23858
data,1264978800000,3064;9988;23859
data,1264978800000,3064;10591;23860
data,1264978800000,3064;7769;23861
data,1264978800000,3064;8518;23861
data,1264978800000,3064;9988;23862
data,1267398000000,3064;3404;23863
data,1272664800000,3064;9989;23863
data,1283292000000,3064;8162;23864
data,1283292000000,3064;10739;23865
data,1285884000000,3064;7894;23865
data,1285884000000,3064;522;23866
data,1285884000000,3064;441;23867
data,1285884000000,3064;441;23868
data,1285884000000,3064;441;23869
data,1285884000000,3064;522;23870
data,1285884000000,3064;10512;23870
data,1285884000000,3064;441;23871
data,1285884000000,3064;12183;23872
data,1285884000000,3064;4934;23872
data,1285884000000,3064;11105;23872
data,1285884000000,3064;2393;23872
data,1285884000000,3064;522;23873
data,1285884000000,3065;441;23874
data,1285884000000,3065;441;23875
data,1285884000000,3065;4794;23875
data,1285884000000,3065;441;23876
data,1285884000000,3065;441;23877
data,1285884000000,3065;522;23878
data,1285884000000,3065;522;23879
data,1304939119611,3065;441;23880
data,1304939127956,3065;441;23881
data,1193871600000,3065;5846;23881
data,1207000800000,3065;6597;23881
data,1214863200000,3065;3235;23881
data,1214863200000,3066;5770;23882
data,1214863200000,3066;10271;23882
data,1214863200000,3066;8640;23882
data,1214863200000,3066;8936;23882
data,1214863200000,3066;639;23882
data,1214863200000,3066;8567;23882
data,1214863200000,3066;1496;23882
data,1214863200000,3066;6261;23882
data,1214863200000,3066;2169;23882
data,1214863200000,3066;8739;23882
data,1214863200000,3066;7058;23882
data,1214863200000,3066;9432;23882
data,1214863200000,3066;1520;23882
data,1214863200000,3066;9600;23882
data,1214863200000,3066;11733;23882
data,1214863200000,3066;11109;23882
data,1217541600000,3066;1870;23883
data,1217541600000,3066;1870;23884
data,1220220000000,3066;801;23885
data,1220220000000,3066;10778;23885
data,1220220000000,3066;5991;23886
data,1257030000000,3066;899;23886
data,1280613600000,3066;7197;23887
data,1280613600000,3066;4007;23888
data,1280613600000,3066;6005;23889
data,1280613600000,3066;7771;23889
data,1280613600000,3066;12236;23889
data,1280613600000,3067;283;23889
data,1280613600000,3067;116;23890
data,1280613600000,3067;8115;23890
data,1280613600000,3067;11468;23890
data,1280613600000,3067;241;23890
data,1283292000000,3068;116;23891
data,1283292000000,3069;3103;23891
data,1283292000000,3069;3712;23891
data,1283292000000,3069;1870;23892
data,1283292000000,3069;2398;23892
data,1283292000000,3069;2182;23892
data,1283292000000,3069;801;23893
data,1283292000000,3069;84;23894
data,1283292000000,3069;6907;23895
data,1283292000000,3069;3868;23895
data,1283292000000,3069;4381;23895
data,1285884000000,3070;6005;23896
data,1293836400000,3071;1828;23897
data,1304677192813,3071;6340;23897
data,1304677192811,3071;4007;23898
data,1304677192815,3071;8087;23899
data,1304677193851,3071;4007;23900
data,1304677196603,3071;6308;23900
data,1304677199631,3071;1533;23900
data,1304677199623,3071;6482;23901
data,1304677201485,3071;4007;23902
data,1304677206306,3071;12509;23902
data,1304677213961,3071;719;23902
data,1304677216049,3071;7771;23902
data,1304677218464,3071;4007;23903
data,1212271200000,3071;9669;23903
data,1212271200000,3071;997;23903
data,1212271200000,3071;2552;23903
data,1212271200000,3071;3047;23903
data,1212271200000,3071;5825;23903
data,1212271200000,3071;10129;23903
data,1212271200000,3071;7328;23903
data,1212271200000,3071;9822;23903
data,1212271200000,3071;10289;23903
data,1212271200000,3071;5365;23903
data,1212271200000,3071;7326;23903
data,1212271200000,3071;10351;23903
data,1212271200000,3071;672;23903
data,1212271200000,3071;3981;23903
data,1212271200000,3071;11073;23903
data,1212271200000,3071;12092;23903
data,1212271200000,3071;5943;23903
data,1212271200000,3071;8079;23903
data,1212271200000,3071;1340;23903
data,1212271200000,3071;908;23903
data,1212271200000,3071;1798;23903
data,1212271200000,3071;3955;23903
data,1212271200000,3071;6802;23903
data,1212271200000,3071;7225;23903
data,1212271200000,3071;857;23903
data,1212271200000,3071;10776;23903
data,1212271200000,3071;5772;23903
data,1212271200000,3071;7627;23903
data,1212271200000,3071;10973;23903
data,1212271200000,3071;12435;23903
data,1212271200000,3071;11049;23903
data,1212271200000,3071;9410;23903
data,1212271200000,3071;47;23903
data,1212271200000,3072;8713;23903
data,1212271200000,3072;2882;23903
data,1212271200000,3072;18;23903
data,1212271200000,3072;8314;23903
data,1212271200000,3072;2362;23903
data,1212271200000,3072;7626;23903
data,1212271200000,3072;1030;23903
data,1214863200000,3072;2700;23903
data,1214863200000,3072;4218;23903
data,1214863200000,3072;10167;23903
data,1217541600000,3072;9136;23903
data,1217541600000,3072;9488;23903
data,1217541600000,3072;7972;23903
data,1217541600000,3072;5763;23903
data,1217541600000,3072;10740;23903
data,1217541600000,3072;6168;23903
data,1217541600000,3072;2753;23903
data,1217541600000,3072;520;23903
data,1217541600000,3072;1992;23903
data,1217541600000,3072;3489;23903
data,1220220000000,3072;7473;23903
data,1220220000000,3072;9077;23903
data,1222812000000,3072;10664;23903
data,1225494000000,3072;4488;23903
data,1228086000000,3072;10890;23903
data,1230764400000,3072;9234;23903
data,1230764400000,3072;5213;23903
data,1233442800000,3072;7716;23903
data,1233442800000,3072;3233;23903
data,1233442800000,3072;3955;23903
data,1235862000000,3072;8589;23903
data,1235862000000,3072;7459;23903
data,1235862000000,3072;8491;23903
data,1235862000000,3072;11641;23903
data,1235862000000,3072;10290;23903
data,1235862000000,3072;3281;23903
data,1238536800000,3072;8328;23903
data,1238536800000,3072;2674;23903
data,1238536800000,3072;1379;23904
data,1241128800000,3072;1507;23904
data,1241128800000,3072;10217;23904
data,1241128800000,3072;885;23905
data,1241128800000,3072;8764;23905
data,1241128800000,3072;9899;23905
data,1241128800000,3072;5134;23905
data,1241128800000,3072;686;23905
data,1241128800000,3072;9493;23905
data,1241128800000,3072;260;23905
data,1241128800000,3072;645;23905
data,1241128800000,3072;2299;23905
data,1241128800000,3072;9128;23905
data,1241128800000,3072;2558;23905
data,1241128800000,3072;3810;23905
data,1241128800000,3072;8481;23905
data,1241128800000,3072;11442;23905
data,1241128800000,3072;6500;23905
data,1241128800000,3072;9731;23906
data,1241128800000,3072;8231;23906
data,1241128800000,3073;1127;23907
data,1241128800000,3073;8104;23907
data,1241128800000,3073;7733;23907
data,1241128800000,3073;2671;23908
data,1241128800000,3073;4660;23908
data,1241128800000,3073;643;23908
data,1241128800000,3073;9424;23908
data,1241128800000,3073;2065;23909
data,1241128800000,3073;1127;23910
data,1241128800000,3073;6480;23910
data,1241128800000,3073;4666;23910
data,1241128800000,3073;11754;23910
data,1241128800000,3073;7426;23910
data,1241128800000,3073;7174;23910
data,1241128800000,3073;3484;23910
data,1241128800000,3073;8643;23910
data,1241128800000,3073;8145;23910
data,1241128800000,3073;6660;23910
data,1241128800000,3073;2027;23910
data,1241128800000,3073;1921;23910
data,1241128800000,3073;9818;23910
data,1241128800000,3073;12329;23910
data,1241128800000,3073;1470;23910
data,1241128800000,3073;9035;23910
data,1241128800000,3073;5231;23910
data,1241128800000,3073;2408;23910
data,1241128800000,3073;9091;23910
data,1241128800000,3073;3207;23910
data,1241128800000,3073;4349;23910
data,1241128800000,3073;520;23910
data,1241128800000,3073;5982;23910
data,1241128800000,3073;5740;23910
data,1241128800000,3073;11500;23910
data,1241128800000,3073;765;23910
data,1241128800000,3073;9343;23911
data,1241128800000,3073;11148;23912
data,1241128800000,3073;2756;23913
data,1241128800000,3073;2756;23914
data,1241128800000,3073;10011;23915
data,1241128800000,3073;3692;23915
data,1241128800000,3073;9033;23916
data,1241128800000,3073;11437;23916
data,1241128800000,3073;382;23916
data,1241128800000,3073;9944;23916
data,1241128800000,3073;3322;23916
data,1241128800000,3073;7622;23916
data,1241128800000,3073;2667;23916
data,1241128800000,3073;7166;23917
data,1241128800000,3073;1759;23918
data,1241128800000,3073;12465;23918
data,1241128800000,3073;7677;23918
data,1241128800000,3073;9257;23918
data,1241128800000,3073;2065;23919
data,1241128800000,3073;7948;23919
data,1241128800000,3073;5982;23919
data,1241128800000,3073;3131;23919
data,1241128800000,3073;11755;23919
data,1241128800000,3073;712;23919
data,1241128800000,3073;7111;23920
data,1241128800000,3073;7926;23921
data,1241128800000,3073;2133;23922
data,1241128800000,3073;159;23923
data,1241128800000,3073;3687;23923
data,1241128800000,3073;1282;23924
data,1241128800000,3073;2047;23924
data,1241128800000,3073;5544;23925
data,1241128800000,3073;12213;23925
data,1241128800000,3073;4797;23926
data,1241128800000,3073;58;23926
data,1241128800000,3073;11309;23926
data,1241128800000,3073;8554;23927
data,1241128800000,3073;8371;23927
data,1241128800000,3073;3902;23927
data,1241128800000,3073;11796;23927
data,1241128800000,3073;6161;23928
data,1241128800000,3073;10111;23928
data,1241128800000,3073;5277;23928
data,1241128800000,3073;5511;23928
data,1241128800000,3073;5493;23928
data,1241128800000,3073;8687;23929
data,1241128800000,3073;9376;23930
data,1241128800000,3073;731;23930
data,1241128800000,3073;11711;23931
data,1241128800000,3073;9103;23931
data,1241128800000,3073;11924;23931
data,1241128800000,3073;1379;23932
data,1241128800000,3073;686;23932
data,1241128800000,3073;7677;23932
data,1241128800000,3073;10646;23933
data,1241128800000,3073;8192;23933
data,1241128800000,3073;4696;23933
data,1241128800000,3073;3234;23933
data,1241128800000,3073;11090;23933
data,1241128800000,3073;7525;23933
data,1241128800000,3073;2358;23934
data,1241128800000,3073;10930;23934
data,1241128800000,3073;11719;23934
data,1241128800000,3073;7166;23935
data,1241128800000,3073;234;23936
data,1241128800000,3073;9563;23937
data,1241128800000,3073;7166;23938
data,1241128800000,3073;10138;23939
data,1241128800000,3073;4161;23940
data,1241128800000,3073;9872;23940
