New Run at  07/13/2017 20:13:27
, Time, RandomReward; N_LinUCBReward; 
data,1241128800000,380;9355;3563
data,1241128800000,380;6381;3563
data,1243807200000,380;9355;3563
data,1243807200000,380;2000;3563
data,1243807200000,380;2565;3563
data,1243807200000,380;10950;3564
data,1243807200000,380;2001;3564
data,1243807200000,380;10791;3564
data,1243807200000,380;5668;3565
data,1243807200000,380;4667;3565
data,1243807200000,380;2216;3565
data,1243807200000,380;3712;3565
data,1243807200000,380;3935;3565
data,1243807200000,380;6412;3565
data,1243807200000,380;11071;3565
data,1243807200000,380;5768;3565
data,1243807200000,380;2963;3565
data,1243807200000,380;8516;3565
data,1243807200000,380;1470;3565
data,1243807200000,380;3387;3565
data,1243807200000,380;6537;3566
data,1243807200000,380;12126;3566
data,1243807200000,380;8470;3566
data,1243807200000,380;3557;3566
data,1243807200000,380;4878;3566
data,1243807200000,381;12021;3566
data,1243807200000,381;6735;3566
data,1243807200000,381;1536;3567
data,1243807200000,381;10214;3567
data,1243807200000,381;1893;3567
data,1249077600000,381;7973;3567
data,1249077600000,381;8870;3568
data,1249077600000,381;5105;3568
data,1249077600000,381;5047;3568
data,1251756000000,381;7297;3568
data,1251756000000,381;4176;3569
data,1251756000000,381;2153;3569
data,1251756000000,381;10517;3569
data,1251756000000,381;969;3569
data,1251756000000,381;7186;3570
data,1251756000000,381;7286;3570
data,1251756000000,381;919;3570
data,1251756000000,381;3681;3570
data,1251756000000,381;9276;3571
data,1251756000000,381;2586;3571
data,1251756000000,381;5120;3571
data,1251756000000,381;4812;3571
data,1251756000000,381;6095;3572
data,1251756000000,381;5764;3572
data,1251756000000,381;4344;3573
data,1251756000000,381;10145;3573
data,1251756000000,381;28;3574
data,1251756000000,381;3389;3575
data,1251756000000,381;6062;3575
data,1251756000000,381;12321;3576
data,1251756000000,381;12477;3576
data,1251756000000,381;2436;3576
data,1251756000000,381;10091;3576
data,1251756000000,381;12118;3576
data,1251756000000,381;9597;3576
data,1251756000000,381;4138;3576
data,1251756000000,381;8516;3576
data,1251756000000,381;5368;3576
data,1251756000000,381;12021;3576
data,1251756000000,381;12253;3577
data,1251756000000,381;4344;3578
data,1251756000000,381;12020;3578
data,1251756000000,381;9030;3578
data,1251756000000,381;9355;3578
data,1251756000000,381;7660;3578
data,1251756000000,381;7191;3578
data,1251756000000,381;751;3578
data,1251756000000,381;11566;3579
data,1254348000000,381;11631;3579
data,1254348000000,381;11383;3580
data,1254348000000,381;4275;3580
data,1254348000000,381;6585;3580
data,1254348000000,381;10174;3580
data,1254348000000,381;12117;3580
data,1254348000000,381;2713;3581
data,1254348000000,381;7117;3581
data,1254348000000,381;11752;3581
data,1254348000000,382;5622;3581
data,1254348000000,382;9597;3581
data,1254348000000,382;351;3581
data,1254348000000,382;6169;3581
data,1254348000000,383;9745;3581
data,1254348000000,383;514;3581
data,1254348000000,383;11854;3582
data,1254348000000,383;11530;3583
data,1254348000000,383;2106;3584
data,1254348000000,383;5939;3584
data,1254348000000,383;5169;3585
data,1254348000000,383;6588;3585
data,1254348000000,383;2677;3585
data,1254348000000,383;9808;3585
data,1254348000000,383;10150;3585
data,1254348000000,383;11490;3586
data,1254348000000,383;2294;3587
data,1254348000000,383;4414;3587
data,1254348000000,383;10337;3587
data,1254348000000,383;8190;3588
data,1254348000000,383;9645;3588
data,1254348000000,383;7123;3588
data,1254348000000,383;12500;3588
data,1254348000000,383;3003;3588
data,1254348000000,383;6505;3588
data,1257030000000,383;5768;3588
data,1257030000000,383;8983;3589
data,1257030000000,383;6390;3589
data,1257030000000,383;569;3589
data,1257030000000,383;10656;3589
data,1257030000000,383;12503;3589
data,1257030000000,383;4825;3589
data,1257030000000,383;3154;3590
data,1257030000000,383;10660;3590
data,1257030000000,383;4382;3591
data,1257030000000,383;2885;3591
data,1257030000000,383;9509;3591
data,1257030000000,384;109;3591
data,1257030000000,384;3683;3591
data,1257030000000,384;857;3591
data,1257030000000,384;3570;3592
data,1257030000000,384;10867;3592
data,1257030000000,384;8570;3592
data,1257030000000,384;6062;3592
data,1257030000000,384;8859;3592
data,1257030000000,384;10223;3592
data,1257030000000,384;2135;3592
data,1257030000000,385;6301;3592
data,1257030000000,385;151;3592
data,1257030000000,385;3238;3592
data,1259622000000,385;8847;3592
data,1259622000000,385;3017;3592
data,1259622000000,385;4206;3592
data,1259622000000,385;4344;3593
data,1259622000000,385;209;3594
data,1259622000000,385;1828;3594
data,1259622000000,385;5398;3595
data,1259622000000,385;11416;3596
data,1259622000000,385;4744;3596
data,1259622000000,385;10141;3596
data,1259622000000,385;12511;3597
data,1259622000000,385;8986;3597
data,1259622000000,386;5745;3597
data,1259622000000,386;5425;3598
data,1259622000000,386;6459;3599
data,1259622000000,386;9494;3599
data,1259622000000,386;12290;3600
data,1259622000000,386;323;3601
data,1259622000000,386;8522;3601
data,1259622000000,386;6292;3601
data,1259622000000,386;7196;3602
data,1262300400000,386;7412;3602
data,1262300400000,386;2001;3602
data,1262300400000,387;8801;3602
data,1262300400000,387;12168;3602
data,1262300400000,387;8516;3602
data,1262300400000,387;4434;3602
data,1262300400000,387;8976;3602
data,1262300400000,387;7906;3602
data,1262300400000,387;6274;3602
data,1262300400000,387;7402;3602
data,1262300400000,387;8818;3603
data,1262300400000,387;3651;3604
data,1262300400000,387;4234;3605
data,1262300400000,387;8812;3605
data,1262300400000,387;5985;3605
data,1262300400000,387;3383;3605
data,1262300400000,387;11929;3606
data,1262300400000,388;478;3607
data,1262300400000,388;5670;3607
data,1262300400000,388;10259;3608
data,1262300400000,388;151;3608
data,1262300400000,388;3988;3608
data,1262300400000,388;8939;3608
data,1262300400000,388;6147;3609
data,1262300400000,388;8145;3609
data,1262300400000,388;1869;3609
data,1262300400000,388;2135;3609
data,1262300400000,388;343;3609
data,1262300400000,388;10949;3609
data,1262300400000,388;59;3609
data,1262300400000,388;4987;3609
data,1262300400000,388;8516;3609
data,1262300400000,388;9645;3609
data,1262300400000,388;9213;3609
data,1264978800000,388;6344;3610
data,1264978800000,388;4368;3610
data,1264978800000,388;343;3610
data,1264978800000,388;4141;3610
data,1264978800000,388;7258;3610
data,1264978800000,388;6878;3610
data,1264978800000,388;8440;3610
data,1264978800000,388;10898;3610
data,1264978800000,388;6381;3610
data,1264978800000,388;4400;3610
data,1264978800000,388;10919;3610
data,1264978800000,388;9432;3611
data,1264978800000,388;379;3611
data,1264978800000,388;8859;3611
data,1264978800000,388;1730;3612
data,1264978800000,388;10196;3612
data,1267398000000,388;5163;3612
data,1267398000000,388;3327;3612
data,1267398000000,388;9569;3612
data,1267398000000,388;6031;3612
data,1267398000000,388;9645;3612
data,1267398000000,388;12455;3613
data,1267398000000,388;7628;3614
data,1267398000000,388;3355;3614
data,1270072800000,388;7706;3615
data,1270072800000,388;10944;3616
data,1270072800000,388;5678;3616
data,1270072800000,388;2230;3616
data,1272664800000,388;5794;3616
data,1272664800000,388;10134;3617
data,1272664800000,388;515;3617
data,1272664800000,388;6878;3617
data,1272664800000,388;9566;3617
data,1272664800000,388;6095;3618
data,1272664800000,388;9701;3618
data,1272664800000,388;1848;3619
data,1272664800000,388;9517;3620
data,1275343200000,388;5436;3621
data,1275343200000,388;5678;3621
data,1275343200000,388;6036;3621
data,1275343200000,388;212;3621
data,1275343200000,388;9216;3621
data,1275343200000,388;5463;3621
data,1275343200000,388;7688;3621
data,1275343200000,388;4138;3621
data,1275343200000,388;11929;3622
data,1275343200000,388;10577;3622
data,1275343200000,388;4439;3622
data,1275343200000,388;10526;3623
data,1275343200000,388;5069;3623
data,1277935200000,388;279;3623
data,1277935200000,388;7906;3623
data,1277935200000,388;4138;3623
data,1277935200000,388;1065;3623
data,1277935200000,388;10259;3624
data,1277935200000,388;595;3624
data,1277935200000,388;266;3624
data,1277935200000,388;6271;3625
data,1277935200000,388;7922;3625
data,1277935200000,388;8514;3626
data,1277935200000,388;7947;3626
data,1277935200000,388;10259;3627
data,1277935200000,388;174;3627
data,1277935200000,388;3984;3627
data,1277935200000,388;1433;3628
data,1277935200000,388;5126;3628
data,1277935200000,388;11692;3628
data,1277935200000,388;11270;3629
data,1277935200000,388;1116;3629
data,1277935200000,388;6237;3630
data,1277935200000,388;270;3630
data,1277935200000,388;7671;3630
data,1277935200000,388;751;3630
data,1277935200000,388;1633;3630
data,1277935200000,388;2918;3630
data,1277935200000,388;3537;3630
data,1277935200000,388;857;3630
data,1277935200000,389;910;3630
data,1277935200000,389;4400;3630
data,1277935200000,389;8317;3630
data,1280613600000,389;7309;3630
data,1280613600000,389;8426;3630
data,1280613600000,389;2232;3631
data,1280613600000,389;3248;3631
data,1280613600000,390;4173;3631
data,1280613600000,390;11703;3631
data,1280613600000,390;7085;3632
data,1280613600000,390;9492;3632
data,1280613600000,390;4603;3632
data,1280613600000,390;3984;3632
data,1280613600000,390;4344;3633
data,1280613600000,390;1696;3634
data,1280613600000,390;4389;3634
data,1280613600000,390;873;3635
data,1280613600000,390;10043;3635
data,1280613600000,390;3116;3636
data,1280613600000,390;1228;3637
data,1280613600000,390;10500;3637
data,1280613600000,390;9371;3637
data,1280613600000,390;4015;3637
data,1280613600000,390;7142;3637
data,1280613600000,390;5105;3637
data,1283292000000,390;10647;3637
data,1283292000000,390;2076;3638
data,1283292000000,390;11604;3638
data,1283292000000,390;12443;3638
data,1283292000000,390;2250;3639
data,1283292000000,390;3651;3640
data,1283292000000,390;1528;3640
data,1283292000000,390;4049;3640
data,1283292000000,390;543;3640
data,1283292000000,390;12117;3640
data,1283292000000,390;7855;3641
data,1283292000000,390;11752;3641
data,1283292000000,390;10056;3641
data,1283292000000,390;4368;3641
data,1283292000000,390;7301;3642
data,1283292000000,390;5977;3642
data,1283292000000,390;4313;3642
data,1283292000000,390;6981;3642
data,1283292000000,390;11428;3642
data,1283292000000,390;8225;3642
data,1283292000000,390;7666;3642
data,1285884000000,390;9025;3643
data,1285884000000,390;1662;3643
data,1285884000000,390;7402;3643
data,1285884000000,390;3602;3643
data,1285884000000,390;5139;3643
data,1285884000000,390;7142;3643
data,1285884000000,390;667;3643
data,1285884000000,390;7386;3643
data,1285884000000,390;56;3643
data,1285884000000,390;11875;3644
data,1285884000000,390;10880;3644
data,1285884000000,390;3561;3644
data,1285884000000,391;6106;3645
data,1285884000000,391;5670;3645
data,1288566000000,391;7177;3645
data,1288566000000,391;1808;3645
data,1288566000000,391;4899;3646
data,1288566000000,391;10113;3646
data,1288566000000,392;5357;3647
data,1288566000000,393;279;3647
data,1288566000000,393;7112;3647
data,1288566000000,393;2847;3647
data,1288566000000,393;2160;3647
data,1288566000000,393;12020;3647
data,1288566000000,393;4676;3648
data,1288566000000,393;4430;3648
data,1291158000000,393;9071;3648
data,1291158000000,393;2317;3648
data,1291158000000,393;12098;3648
data,1291158000000,393;5187;3648
data,1291158000000,393;8833;3649
data,1291158000000,393;7372;3649
data,1291158000000,393;3146;3649
data,1291158000000,393;1309;3650
data,1291158000000,393;10562;3650
data,1291158000000,393;3215;3651
data,1291158000000,393;9276;3652
data,1291158000000,393;9316;3652
data,1291158000000,393;11943;3652
data,1293836400000,393;1422;3652
data,1293836400000,394;10010;3653
data,1293836400000,394;7108;3653
data,1293836400000,394;9729;3653
data,1293836400000,394;9029;3653
data,1293836400000,394;10150;3653
data,1293836400000,394;10968;3654
data,1293836400000,394;10685;3654
data,1293836400000,394;4429;3655
data,1293836400000,394;8187;3655
data,1293836400000,394;12126;3655
data,1293836400000,394;9595;3655
data,1293836400000,394;5225;3655
data,1293836400000,394;4884;3656
data,1293836400000,394;10484;3656
data,1293836400000,394;5800;3656
data,1293836400000,394;9597;3656
data,1293836400000,394;5237;3656
data,1293836400000,394;11428;3656
data,1293836400000,394;3539;3656
data,1293836400000,394;3573;3657
data,1293836400000,394;3848;3657
data,1293836400000,395;513;3658
data,1293836400000,395;27;3658
data,1293836400000,395;9218;3659
data,1293836400000,395;8847;3659
data,1293836400000,395;9634;3659
data,1293836400000,395;340;3659
data,1293836400000,395;4434;3659
data,1293836400000,395;9209;3660
data,1293836400000,395;3774;3661
data,1293836400000,395;11387;3661
data,1293836400000,395;10262;3661
data,1293836400000,395;2524;3661
data,1293836400000,395;8168;3661
data,1293836400000,395;35;3661
data,1293836400000,395;2310;3661
data,1293836400000,395;4881;3662
data,1293836400000,395;1149;3662
data,1293836400000,395;5237;3662
data,1293836400000,395;5225;3662
data,1293836400000,395;10981;3662
data,1296514800000,395;2353;3662
data,1296514800000,395;6050;3662
data,1296514800000,395;1719;3662
data,1296514800000,395;543;3662
data,1296514800000,395;10113;3662
data,1296514800000,396;847;3662
data,1296514800000,396;9784;3662
data,1296514800000,396;12021;3662
data,1296514800000,396;7626;3662
data,1296514800000,396;1052;3663
data,1296514800000,396;6703;3663
data,1296514800000,396;9899;3663
data,1296514800000,396;11353;3664
data,1296514800000,396;4821;3665
data,1296514800000,396;11337;3666
data,1296514800000,396;11952;3666
data,1296514800000,396;1745;3666
data,1296514800000,396;3552;3666
data,1296514800000,396;6872;3667
data,1296514800000,396;6595;3667
data,1298934000000,396;8327;3667
data,1298934000000,396;7177;3667
data,1298934000000,396;4934;3667
data,1298934000000,396;4683;3667
data,1298934000000,396;6613;3668
data,1298934000000,396;2296;3668
data,1298934000000,396;3905;3668
data,1298934000000,396;8145;3668
data,1298934000000,396;10660;3668
data,1298934000000,396;1228;3669
data,1298934000000,396;4389;3669
data,1298934000000,396;1907;3669
data,1298934000000,396;5070;3669
data,1298934000000,396;4122;3670
data,1298934000000,396;2310;3670
data,1298934000000,396;7798;3670
data,1304599038066,396;4833;3671
data,1304599040813,396;8426;3671
data,1304599042688,396;10798;3672
data,1304599043552,396;12499;3672
data,1304599045883,396;2436;3672
data,1304599045334,396;3546;3672
data,1304599045608,396;5529;3672
data,1304599045242,396;2243;3672
data,1304599045558,396;4728;3672
data,1304599047231,396;2729;3672
data,1304599047048,396;7173;3672
data,1304599047389,396;2807;3672
data,1304599047323,396;2820;3672
data,1304599048199,396;2953;3672
data,1304599053168,396;4368;3672
data,1304599057921,396;5092;3672
data,1304599058071,396;1489;3672
data,1304599058279,396;10393;3672
data,1304599058437,396;7106;3672
data,1304599058479,396;7947;3672
data,1304599058187,396;6092;3672
data,1304599058554,396;9216;3672
data,1304599062228,396;3572;3672
data,1304599064634,396;9038;3672
data,1304599065016,396;10798;3673
data,1304599069543,396;10807;3674
data,1304599069726,396;7849;3675
data,1304599084453,396;629;3675
data,1304599091631,396;10798;3676
data,1304599093760,396;9767;3677
data,1304599094801,396;10091;3677
data,1304599095661,396;4163;3677
data,1304599098880,396;3210;3677
data,1304599098963,396;8145;3677
data,1304599099013,396;11518;3677
data,1304599102658,396;1883;3677
data,1304599102734,396;1428;3677
data,1304599103617,396;267;3677
data,1304599106139,397;2559;3678
data,1304689693707,397;2147;3679
data,1304689707005,397;2717;3679
data,1304689710578,397;6011;3680
data,1304689715408,397;2147;3681
data,1167606000000,397;4498;3681
data,1167606000000,397;8431;3681
data,1167606000000,397;1824;3681
data,1167606000000,397;4744;3681
data,1167606000000,397;4371;3681
data,1167606000000,397;4467;3681
data,1167606000000,397;12436;3681
data,1167606000000,397;1092;3681
data,1167606000000,397;10514;3681
data,1167606000000,397;6750;3681
data,1167606000000,397;4807;3681
data,1167606000000,397;41;3681
data,1167606000000,397;56;3681
data,1167606000000,397;5988;3681
