New Run at  07/14/2017 15:41:53
, Time, RandomReward; Master_LCBIntervalReward; 
data,1280613600000,101;11595;633
data,1280613600000,101;5245;633
data,1280613600000,101;4527;633
data,1280613600000,101;2789;634
data,1280613600000,101;834;634
data,1280613600000,101;2241;635
data,1280613600000,101;2220;635
data,1280613600000,101;9407;635
data,1280613600000,101;5732;635
data,1280613600000,101;1692;635
data,1280613600000,101;10196;635
data,1280613600000,101;653;635
data,1280613600000,101;6381;635
data,1280613600000,101;25;636
data,1280613600000,101;1467;636
data,1280613600000,101;9331;636
data,1280613600000,101;1724;636
data,1280613600000,101;5007;636
data,1280613600000,101;12374;636
data,1280613600000,101;2373;636
data,1280613600000,101;5643;637
data,1280613600000,101;154;638
data,1280613600000,101;4943;639
data,1280613600000,101;5178;639
data,1280613600000,101;4366;639
data,1280613600000,101;846;639
data,1280613600000,101;4695;639
data,1280613600000,101;7548;639
data,1280613600000,101;5751;639
data,1280613600000,101;8474;640
data,1280613600000,101;989;640
data,1280613600000,101;10340;640
data,1280613600000,101;10081;640
data,1280613600000,101;6504;641
data,1280613600000,101;8640;642
data,1280613600000,101;1360;643
data,1280613600000,101;3353;643
data,1280613600000,101;753;643
data,1280613600000,101;9153;644
data,1280613600000,101;4988;645
data,1280613600000,101;10177;646
data,1280613600000,101;309;646
data,1280613600000,101;843;646
data,1280613600000,101;10398;647
data,1280613600000,101;4402;647
data,1280613600000,101;9817;647
data,1280613600000,101;10414;647
data,1280613600000,101;3416;647
data,1280613600000,101;4672;647
data,1280613600000,101;6555;648
data,1280613600000,101;8634;649
data,1280613600000,102;5305;650
data,1280613600000,102;852;650
data,1280613600000,102;1030;650
data,1280613600000,102;3065;651
data,1280613600000,102;12275;652
data,1280613600000,103;10999;653
data,1280613600000,103;11468;653
data,1280613600000,104;5155;654
data,1280613600000,104;6143;654
data,1280613600000,104;1533;654
data,1280613600000,104;2142;654
data,1280613600000,104;8616;654
data,1280613600000,104;5231;654
data,1280613600000,104;5993;654
data,1280613600000,104;331;654
data,1280613600000,104;7166;655
data,1280613600000,104;7160;656
data,1280613600000,104;731;657
data,1280613600000,104;2358;658
data,1280613600000,104;7499;658
data,1280613600000,104;7499;658
data,1280613600000,104;4217;658
data,1280613600000,104;2922;658
data,1280613600000,104;11733;659
data,1280613600000,104;8375;660
data,1280613600000,104;4130;661
data,1280613600000,104;3099;661
data,1280613600000,104;4186;662
data,1280613600000,104;11196;662
data,1280613600000,104;12057;662
data,1280613600000,104;300;663
data,1280613600000,104;6568;664
data,1280613600000,104;2645;665
data,1280613600000,104;1286;666
data,1280613600000,104;1447;666
data,1280613600000,104;908;666
data,1280613600000,104;7111;667
data,1280613600000,104;294;668
data,1280613600000,104;941;668
data,1280613600000,104;3134;668
data,1280613600000,104;8816;668
data,1280613600000,104;358;668
data,1280613600000,104;3690;668
data,1280613600000,104;6449;669
data,1280613600000,104;2879;669
data,1280613600000,104;5617;670
data,1280613600000,104;6874;671
data,1280613600000,104;766;672
data,1280613600000,105;11876;673
data,1280613600000,105;948;674
data,1280613600000,105;7733;674
data,1280613600000,105;7183;674
data,1280613600000,105;9909;674
data,1280613600000,105;5770;675
data,1280613600000,105;4625;675
data,1280613600000,105;11542;675
data,1280613600000,105;3227;675
data,1280613600000,105;11146;675
data,1280613600000,105;3294;676
data,1280613600000,105;8970;676
data,1280613600000,105;10095;677
data,1280613600000,105;938;677
data,1280613600000,105;8665;677
data,1280613600000,105;9703;677
data,1280613600000,105;5289;677
data,1280613600000,105;7807;677
data,1280613600000,105;11898;678
data,1280613600000,105;6539;678
data,1280613600000,105;11363;679
data,1280613600000,105;7057;679
data,1280613600000,105;2065;679
data,1280613600000,105;11003;679
data,1280613600000,105;51;679
data,1280613600000,105;2303;679
data,1280613600000,105;7278;679
data,1280613600000,105;8896;679
data,1280613600000,105;5312;680
data,1280613600000,105;5786;680
data,1280613600000,105;5540;681
data,1280613600000,105;5822;682
data,1280613600000,105;8212;682
data,1280613600000,105;12399;682
data,1280613600000,105;1168;683
data,1280613600000,105;3438;683
data,1280613600000,105;7484;683
data,1280613600000,105;1474;683
data,1280613600000,105;4339;684
data,1280613600000,105;2142;684
data,1280613600000,105;10681;684
data,1280613600000,105;11199;684
data,1280613600000,105;12150;685
data,1280613600000,105;8612;685
data,1280613600000,105;9112;685
data,1280613600000,105;10576;685
data,1280613600000,105;4978;686
data,1280613600000,105;3659;686
data,1280613600000,105;1959;687
data,1280613600000,105;4637;687
data,1280613600000,105;6725;688
data,1280613600000,105;923;689
data,1280613600000,105;10437;690
data,1280613600000,105;8150;690
data,1280613600000,105;2280;690
data,1280613600000,105;11927;691
data,1280613600000,105;6278;692
data,1280613600000,105;1870;693
data,1280613600000,106;1437;693
data,1280613600000,106;5022;694
data,1280613600000,106;6819;694
data,1280613600000,106;9837;694
data,1280613600000,106;3;694
data,1280613600000,106;8648;694
data,1280613600000,106;26;695
data,1280613600000,106;2057;696
data,1280613600000,106;2733;697
data,1280613600000,106;6979;697
data,1280613600000,106;1187;698
data,1280613600000,106;10935;699
data,1280613600000,106;4668;700
data,1280613600000,106;3489;700
data,1280613600000,106;458;700
data,1280613600000,106;8927;700
data,1280613600000,106;3039;700
data,1280613600000,106;3336;701
data,1280613600000,106;2253;702
data,1280613600000,106;1096;702
data,1280613600000,106;3231;703
data,1280613600000,107;7833;703
data,1280613600000,107;5068;703
data,1280613600000,107;3037;704
data,1304596730436,107;1236;705
data,1304596770583,107;1236;706
data,1259622000000,107;4807;706
data,1259622000000,107;6575;706
data,1259622000000,107;9124;706
data,1262300400000,107;10303;706
data,1262300400000,107;12411;706
data,1262300400000,107;471;706
data,1262300400000,107;4666;706
data,1262300400000,107;9479;706
data,1264978800000,107;483;707
data,1264978800000,107;694;707
data,1264978800000,107;7327;707
data,1264978800000,107;1168;708
data,1264978800000,107;7057;708
data,1264978800000,107;7549;708
data,1264978800000,107;5897;708
data,1264978800000,107;8495;708
data,1264978800000,107;3479;708
data,1264978800000,107;5471;709
data,1264978800000,107;2238;709
data,1264978800000,107;5449;709
data,1264978800000,107;8052;709
data,1264978800000,107;3723;709
data,1264978800000,107;10448;709
data,1264978800000,107;7473;709
data,1264978800000,107;9488;709
data,1264978800000,107;12235;709
data,1264978800000,107;5169;709
data,1264978800000,107;7111;709
data,1264978800000,107;6579;709
data,1264978800000,107;6582;709
data,1264978800000,108;6899;709
data,1264978800000,108;9324;709
data,1264978800000,108;9966;709
data,1264978800000,108;5786;709
data,1264978800000,108;10291;709
data,1264978800000,108;11332;709
data,1264978800000,108;1178;709
data,1264978800000,108;8873;709
data,1264978800000,108;4696;709
data,1264978800000,108;4130;709
data,1264978800000,108;11878;709
data,1264978800000,108;3161;709
data,1264978800000,108;12085;710
data,1264978800000,108;11537;710
data,1264978800000,108;5087;710
data,1264978800000,108;7775;711
data,1264978800000,108;1933;711
data,1264978800000,108;3345;711
data,1264978800000,108;10694;711
data,1264978800000,108;5856;711
data,1264978800000,108;12149;711
data,1264978800000,108;7677;711
data,1264978800000,108;9390;711
data,1264978800000,108;9653;712
data,1264978800000,108;9190;712
data,1264978800000,108;12366;712
data,1264978800000,108;823;712
data,1264978800000,108;9365;712
data,1264978800000,108;3508;712
data,1264978800000,108;7052;712
data,1264978800000,108;12252;712
data,1264978800000,108;3144;713
data,1264978800000,109;9370;713
data,1264978800000,109;6177;713
data,1264978800000,109;5659;713
data,1264978800000,109;11201;713
data,1264978800000,109;9000;713
data,1264978800000,109;5835;713
data,1264978800000,109;1211;713
data,1264978800000,109;3484;713
data,1264978800000,109;923;713
data,1264978800000,109;5213;713
data,1264978800000,109;4497;713
data,1264978800000,109;9243;713
data,1264978800000,109;5770;714
data,1264978800000,109;1352;714
data,1264978800000,109;8544;714
data,1264978800000,109;731;715
data,1264978800000,109;3712;715
data,1264978800000,109;12097;715
data,1264978800000,109;6366;715
data,1264978800000,109;1529;715
data,1264978800000,109;6874;716
data,1264978800000,109;2111;716
data,1264978800000,109;294;717
data,1264978800000,109;10576;718
data,1264978800000,109;7160;718
data,1264978800000,109;12120;719
data,1264978800000,109;6863;719
data,1264978800000,109;6020;719
data,1264978800000,109;10543;720
data,1264978800000,109;9890;720
data,1264978800000,109;4199;720
data,1264978800000,109;10414;721
data,1264978800000,109;10251;721
data,1264978800000,109;6790;721
data,1264978800000,109;4643;722
data,1264978800000,109;7905;722
data,1264978800000,109;8435;723
data,1264978800000,109;7058;724
data,1264978800000,109;7882;724
data,1264978800000,109;5771;724
data,1264978800000,110;2059;724
data,1264978800000,110;9337;724
data,1264978800000,110;6315;724
data,1264978800000,110;10088;725
data,1267398000000,110;10266;725
data,1267398000000,111;6330;725
data,1267398000000,111;9693;725
data,1267398000000,111;527;726
data,1267398000000,111;1360;726
data,1267398000000,111;817;727
data,1267398000000,111;3235;727
data,1267398000000,111;300;728
data,1267398000000,111;9685;729
data,1267398000000,111;3915;729
data,1267398000000,111;10460;729
data,1267398000000,111;5753;730
data,1267398000000,111;11733;730
data,1267398000000,111;1264;730
data,1267398000000,111;477;730
data,1267398000000,111;7084;730
data,1267398000000,111;6822;730
data,1267398000000,111;4127;730
data,1267398000000,111;6067;731
data,1267398000000,111;516;732
data,1267398000000,111;12399;732
data,1267398000000,111;3324;732
data,1267398000000,111;6940;732
data,1267398000000,111;11144;732
data,1267398000000,111;4831;733
data,1267398000000,111;661;733
data,1267398000000,111;4061;733
data,1267398000000,111;8419;733
data,1267398000000,111;516;734
data,1267398000000,111;8637;734
data,1267398000000,111;1286;735
data,1267398000000,111;6093;735
data,1267398000000,111;9327;735
data,1267398000000,111;3659;735
data,1267398000000,111;51;735
data,1267398000000,112;8634;735
data,1267398000000,112;11111;736
data,1267398000000,112;6579;736
data,1267398000000,112;6950;736
data,1267398000000,112;9465;737
data,1267398000000,112;9226;737
data,1267398000000,112;4943;737
data,1267398000000,112;3475;737
data,1270072800000,112;12331;738
data,1270072800000,112;8851;738
data,1270072800000,112;2033;738
data,1270072800000,112;5309;739
data,1270072800000,112;294;740
data,1270072800000,112;3206;740
data,1270072800000,112;2253;740
data,1272664800000,112;5329;741
data,1272664800000,112;6874;742
data,1272664800000,112;7197;743
data,1272664800000,112;1342;744
data,1272664800000,112;6874;745
data,1272664800000,112;10088;746
data,1272664800000,112;6874;747
data,1272664800000,112;8783;747
data,1272664800000,112;10088;748
data,1272664800000,112;7278;748
data,1272664800000,112;1942;748
data,1272664800000,112;10177;749
data,1272664800000,112;7833;749
data,1275343200000,112;6874;750
data,1275343200000,112;6005;751
data,1275343200000,112;3353;751
data,1275343200000,112;2100;751
data,1275343200000,112;6874;752
data,1275343200000,112;6874;753
data,1275343200000,112;9430;754
data,1275343200000,112;12288;755
data,1275343200000,112;5590;755
data,1275343200000,113;4036;755
data,1275343200000,113;1381;756
data,1275343200000,113;10348;756
data,1275343200000,113;7054;756
data,1275343200000,113;11248;757
data,1275343200000,113;11326;757
data,1275343200000,113;3625;757
data,1304596810163,113;10088;758
data,1304596814456,113;10088;759
data,1304685121537,113;3466;759
data,1304685124413,113;10494;759
data,1304685124404,113;2057;759
data,1304686261760,114;9520;760
data,1304686261773,114;6195;760
data,1270072800000,114;9673;760
data,1270072800000,114;583;760
data,1270072800000,114;6400;760
data,1272664800000,114;2834;760
data,1272664800000,114;5710;760
data,1272664800000,114;4766;760
data,1275343200000,114;1020;760
data,1275343200000,114;5048;760
data,1275343200000,114;7614;760
data,1275343200000,114;10838;760
data,1275343200000,114;7816;760
data,1277935200000,114;9493;760
data,1277935200000,114;11186;760
data,1277935200000,114;9531;760
data,1277935200000,114;2749;760
data,1277935200000,115;4887;760
data,1277935200000,116;908;760
data,1277935200000,116;10102;760
data,1277935200000,116;8606;760
data,1277935200000,116;4262;760
data,1280613600000,116;3111;760
data,1280613600000,116;5187;760
data,1280613600000,116;5202;760
data,1280613600000,116;3321;760
data,1280613600000,116;7222;760
data,1280613600000,116;8079;760
data,1280613600000,116;1759;760
data,1280613600000,116;4277;760
data,1280613600000,116;2895;760
data,1280613600000,117;2789;760
data,1280613600000,117;9738;760
data,1280613600000,117;9574;760
data,1280613600000,117;942;760
data,1280613600000,117;2558;760
data,1280613600000,117;6047;760
data,1283292000000,117;9966;760
data,1283292000000,117;9097;760
data,1283292000000,117;8927;760
data,1283292000000,117;826;760
data,1283292000000,117;2438;760
data,1283292000000,117;5710;760
data,1283292000000,117;6335;760
data,1283292000000,117;9843;760
data,1283292000000,117;2415;760
data,1283292000000,117;7925;760
data,1283292000000,117;6595;760
data,1283292000000,117;1302;760
data,1285884000000,117;1520;760
data,1285884000000,117;8057;760
data,1285884000000,117;6474;760
data,1285884000000,117;6539;760
data,1285884000000,117;4615;760
data,1285884000000,117;6022;760
data,1285884000000,117;5551;760
data,1285884000000,117;12117;760
data,1285884000000,117;9327;760
data,1285884000000,117;3571;760
data,1285884000000,117;3955;760
data,1285884000000,117;9878;760
data,1285884000000,117;7083;760
data,1285884000000,117;5503;760
data,1285884000000,117;2049;760
data,1285884000000,118;12069;760
data,1285884000000,118;9270;760
data,1285884000000,118;11124;760
data,1285884000000,118;4430;760
data,1285884000000,118;7167;760
data,1285884000000,118;3583;760
data,1285884000000,118;10181;760
data,1285884000000,118;12209;760
data,1285884000000,118;9653;760
data,1285884000000,118;1823;760
data,1285884000000,118;9989;760
data,1285884000000,118;4316;760
data,1285884000000,118;7337;760
data,1285884000000,118;8259;760
data,1285884000000,118;8073;760
data,1285884000000,118;10868;760
data,1285884000000,118;11456;760
data,1285884000000,118;7881;760
data,1285884000000,118;3396;760
data,1285884000000,118;6460;760
data,1285884000000,118;11113;760
data,1285884000000,118;942;760
data,1285884000000,118;9160;760
data,1285884000000,118;11428;760
data,1285884000000,118;552;760
data,1285884000000,118;672;760
data,1285884000000,118;11970;760
data,1285884000000,118;4705;760
data,1285884000000,118;2200;760
data,1285884000000,118;885;760
data,1285884000000,118;11602;760
data,1285884000000,118;6125;760
data,1285884000000,118;3568;760
data,1288566000000,118;11595;760
data,1288566000000,118;10054;760
data,1288566000000,118;579;760
data,1288566000000,118;1580;760
data,1288566000000,118;7164;760
data,1288566000000,118;5114;760
data,1288566000000,118;8025;760
data,1288566000000,118;10625;760
data,1288566000000,118;5139;760
data,1288566000000,118;4896;760
data,1288566000000,118;5795;760
data,1288566000000,118;6597;760
data,1288566000000,118;7922;760
data,1288566000000,118;203;760
data,1288566000000,118;6800;760
data,1288566000000,118;3334;760
data,1288566000000,118;3570;760
data,1288566000000,118;11113;760
data,1288566000000,118;2189;760
data,1288566000000,118;3644;760
data,1288566000000,118;7167;760
data,1288566000000,118;7186;760
data,1288566000000,118;11711;760
data,1288566000000,118;2429;760
data,1288566000000,118;9785;760
data,1288566000000,118;7473;760
data,1288566000000,118;145;760
data,1288566000000,118;3676;760
data,1288566000000,118;7160;761
data,1288566000000,118;8878;762
data,1288566000000,118;6555;763
data,1288566000000,118;7111;764
data,1288566000000,118;11144;765
data,1288566000000,118;8899;765
data,1288566000000,118;2681;766
data,1288566000000,119;7160;767
data,1288566000000,119;11144;768
data,1288566000000,119;4129;768
data,1288566000000,119;2645;769
data,1288566000000,119;6555;770
data,1288566000000,119;7160;771
data,1288566000000,119;6449;772
data,1288566000000,120;6504;773
data,1288566000000,120;5530;774
data,1288566000000,120;10813;774
data,1288566000000,120;2681;775
data,1288566000000,120;11931;775
data,1288566000000,121;5305;776
data,1288566000000,121;2733;777
data,1288566000000,121;6874;778
data,1288566000000,121;8634;778
data,1288566000000,121;5533;778
data,1291158000000,121;4807;778
data,1291158000000,121;117;778
data,1291158000000,121;4988;779
data,1291158000000,121;6555;780
data,1291158000000,121;2681;781
data,1291158000000,121;6536;781
data,1291158000000,121;398;781
data,1291158000000,121;2706;781
data,1291158000000,121;7111;782
data,1291158000000,121;2681;783
data,1291158000000,121;2645;784
data,1291158000000,121;7160;785
data,1291158000000,121;8878;786
data,1291158000000,121;6555;787
data,1291158000000,121;2645;788
data,1291158000000,121;8332;788
data,1291158000000,121;5305;789
data,1291158000000,121;5182;789
data,1291158000000,121;12331;789
data,1291158000000,121;2645;790
data,1291158000000,122;6555;791
data,1291158000000,122;2413;791
data,1291158000000,122;5558;791
data,1291158000000,122;11144;792
data,1291158000000,122;10384;792
data,1291158000000,123;6449;793
data,1291158000000,123;12042;793
data,1291158000000,123;3392;793
data,1291158000000,123;9136;793
data,1291158000000,123;2656;793
data,1291158000000,123;4988;794
data,1291158000000,123;4099;794
data,1291158000000,123;7160;795
data,1291158000000,123;3687;795
data,1291158000000,123;2645;796
data,1291158000000,123;6504;797
data,1291158000000,123;8878;798
data,1291158000000,123;10999;799
data,1291158000000,123;2645;800
data,1291158000000,123;7529;800
data,1291158000000,123;7576;800
data,1291158000000,123;6504;801
data,1291158000000,123;2213;801
data,1291158000000,123;7950;801
data,1291158000000,123;7865;802
data,1291158000000,123;3915;802
data,1291158000000,123;11850;802
data,1291158000000,123;1086;802
data,1291158000000,123;8878;803
data,1291158000000,123;4704;803
data,1291158000000,123;4936;803
data,1291158000000,123;1790;804
data,1291158000000,123;7155;804
data,1291158000000,123;6449;805
data,1291158000000,123;6555;806
data,1291158000000,123;2681;807
data,1291158000000,123;11144;808
data,1291158000000,123;2645;809
data,1291158000000,123;11144;810
data,1291158000000,123;7160;811
data,1291158000000,123;4988;812
data,1291158000000,123;6278;812
data,1291158000000,123;6449;813
data,1293836400000,123;1410;813
data,1293836400000,123;4137;813
data,1293836400000,123;7907;813
data,1293836400000,123;4156;813
data,1293836400000,123;7155;813
data,1293836400000,123;8534;813
data,1293836400000,123;2733;814
data,1293836400000,123;7907;814
data,1293836400000,123;3915;814
data,1293836400000,123;9586;814
data,1293836400000,123;12465;814
data,1293836400000,123;154;815
data,1293836400000,123;10388;815
data,1293836400000,123;4129;815
data,1293836400000,123;7230;816
data,1293836400000,123;9333;816
data,1293836400000,123;9198;817
data,1293836400000,123;2733;818
data,1293836400000,123;923;819
data,1293836400000,123;4061;819
data,1293836400000,123;4527;819
data,1293836400000,123;3466;819
data,1293836400000,123;7440;819
data,1293836400000,123;2350;819
data,1293836400000,123;2531;819
data,1293836400000,123;4537;819
data,1293836400000,123;6470;820
data,1293836400000,123;8192;820
data,1293836400000,123;12069;820
data,1293836400000,123;11881;820
data,1293836400000,123;731;821
data,1293836400000,123;7293;822
data,1293836400000,123;10565;823
data,1293836400000,123;297;823
data,1293836400000,123;2733;824
data,1293836400000,123;4988;825
data,1293836400000,123;7058;825
data,1293836400000,123;6831;825
data,1293836400000,123;639;825
data,1293836400000,123;3764;825
data,1293836400000,123;9185;825
data,1296514800000,123;5786;825
data,1296514800000,123;8375;826
data,1296514800000,123;3065;826
data,1296514800000,123;10813;826
data,1296514800000,124;1265;826
data,1296514800000,124;4419;826
data,1296514800000,124;1806;826
data,1296514800000,124;11898;827
data,1298934000000,124;6536;827
data,1298934000000,124;2681;828
data,1298934000000,124;1406;828
data,1298934000000,124;6504;829
data,1298934000000,124;6504;830
data,1304596903908,124;8572;831
data,1304596915753,124;8572;832
data,1193871600000,124;995;833
data,1193871600000,124;1528;833
data,1193871600000,124;2219;833
data,1193871600000,124;11548;833
data,1196463600000,124;5225;833
data,1196463600000,124;4023;833
data,1196463600000,124;4483;833
data,1196463600000,124;8562;833
data,1196463600000,124;7841;833
data,1199142000000,124;781;833
data,1201820400000,124;1906;833
data,1201820400000,125;995;834
data,1201820400000,125;12226;834
data,1201820400000,125;8316;834
data,1201820400000,125;2199;834
data,1209592800000,125;995;835
data,1209592800000,125;2199;835
data,1209592800000,125;9244;835
data,1209592800000,125;6301;836
data,1209592800000,125;218;836
data,1209592800000,125;250;836
data,1209592800000,125;6598;836
data,1212271200000,125;10078;836
data,1212271200000,126;5256;836
data,1212271200000,126;6301;837
data,1212271200000,126;2673;837
data,1214863200000,126;11012;837
data,1214863200000,126;2219;837
data,1214863200000,126;10113;837
data,1214863200000,126;10226;837
data,1214863200000,126;995;838
data,1214863200000,126;995;839
data,1214863200000,126;7729;839
data,1214863200000,126;5380;839
data,1214863200000,126;5241;839
data,1214863200000,126;5668;839
data,1214863200000,126;1651;839
data,1214863200000,126;3704;839
data,1214863200000,126;11406;839
data,1214863200000,126;1797;839
data,1214863200000,126;2207;839
data,1214863200000,126;2808;839
data,1214863200000,126;6301;840
data,1214863200000,126;6756;840
data,1214863200000,126;2565;840
data,1214863200000,126;4581;841
data,1214863200000,126;995;842
data,1214863200000,126;5862;842
data,1214863200000,126;9375;842
data,1217541600000,126;2673;842
data,1217541600000,126;8527;842
data,1217541600000,126;9977;842
data,1220220000000,126;1925;842
data,1220220000000,126;1062;842
data,1220220000000,126;6845;842
data,1220220000000,126;7837;842
data,1220220000000,126;6301;843
data,1220220000000,126;5380;843
data,1220220000000,126;5391;843
data,1220220000000,126;516;844
data,1220220000000,126;6301;845
data,1220220000000,126;888;845
data,1220220000000,126;4475;845
data,1220220000000,126;857;845
data,1220220000000,126;801;845
data,1220220000000,126;5035;845
data,1220220000000,126;109;845
data,1220220000000,126;1849;845
data,1222812000000,126;5409;845
data,1222812000000,127;9114;845
data,1222812000000,127;9840;845
data,1222812000000,127;10660;845
data,1222812000000,127;3512;845
data,1222812000000,127;4009;846
data,1222812000000,127;11886;846
data,1222812000000,127;3615;846
data,1222812000000,127;6047;847
data,1222812000000,127;4049;847
data,1225494000000,127;10208;847
data,1225494000000,127;9560;847
data,1225494000000,127;5905;847
data,1225494000000,127;8466;847
data,1225494000000,127;11834;847
data,1225494000000,127;3425;847
data,1228086000000,127;10109;847
data,1228086000000,127;6537;848
data,1228086000000,127;5666;849
data,1228086000000,127;7105;849
data,1228086000000,127;8440;849
data,1228086000000,127;306;849
data,1228086000000,127;6537;850
data,1228086000000,127;8762;850
data,1228086000000,128;11429;850
data,1228086000000,128;3615;850
data,1228086000000,128;1696;851
data,1228086000000,128;12021;851
data,1230764400000,129;6169;851
data,1230764400000,129;5126;851
data,1230764400000,129;4875;851
data,1230764400000,129;4428;852
data,1230764400000,129;8872;852
data,1230764400000,129;10938;852
data,1230764400000,129;8489;852
data,1233442800000,129;4854;853
data,1233442800000,129;47;853
data,1235862000000,129;10078;853
data,1235862000000,129;4817;853
data,1235862000000,129;9270;853
data,1235862000000,129;10121;853
data,1235862000000,129;1228;853
data,1235862000000,129;9652;853
data,1235862000000,129;9000;853
data,1238536800000,129;2120;854
data,1238536800000,129;9721;854
data,1241128800000,129;5377;855
data,1241128800000,129;6000;855
data,1251756000000,129;4854;856
data,1251756000000,129;1422;856
data,1251756000000,129;5985;856
data,1251756000000,129;5225;856
data,1251756000000,129;11366;856
data,1251756000000,129;5070;856
data,1251756000000,129;4854;857
data,1251756000000,129;1062;857
data,1251756000000,129;4854;858
data,1254348000000,129;3652;859
data,1254348000000,129;5464;860
data,1254348000000,129;2323;860
data,1254348000000,129;6823;860
data,1254348000000,129;7043;860
data,1254348000000,130;11776;860
data,1254348000000,130;5942;861
data,1254348000000,130;8426;861
data,1254348000000,130;4854;862
data,1254348000000,130;8611;862
data,1257030000000,130;6659;862
data,1257030000000,130;5942;863
data,1257030000000,130;11556;863
data,1257030000000,130;8187;863
data,1257030000000,130;2027;863
data,1257030000000,130;5942;864
data,1257030000000,130;5488;864
data,1257030000000,130;5070;864
data,1257030000000,131;4854;865
data,1257030000000,131;825;866
data,1257030000000,131;899;866
data,1262300400000,131;516;867
data,1262300400000,131;1465;867
data,1270072800000,131;8055;868
data,1277935200000,131;1694;868
data,1280613600000,131;12219;869
data,1238536800000,131;9775;869
data,1241128800000,131;9488;869
data,1241128800000,131;9738;869
data,1241128800000,131;7484;869
data,1241128800000,131;9592;869
data,1241128800000,131;2835;869
data,1241128800000,131;11145;869
data,1241128800000,131;6072;869
data,1241128800000,131;969;869
data,1241128800000,131;2376;869
data,1241128800000,131;9577;869
data,1241128800000,131;10129;869
data,1241128800000,131;10167;869
data,1241128800000,131;2362;869
data,1241128800000,131;4320;869
data,1241128800000,131;5213;869
data,1241128800000,131;10239;869
data,1241128800000,131;5478;869
data,1241128800000,131;5146;869
data,1241128800000,131;9406;869
data,1241128800000,131;6845;869
data,1241128800000,131;6322;869
data,1241128800000,131;10885;869
data,1241128800000,131;7730;869
data,1241128800000,131;11249;869
data,1241128800000,131;6717;870
data,1241128800000,131;3366;871
data,1241128800000,131;3382;872
data,1241128800000,131;4316;873
data,1241128800000,131;5161;873
data,1241128800000,131;7549;873
data,1241128800000,131;10236;873
data,1241128800000,131;7265;873
data,1241128800000,131;4863;873
data,1241128800000,131;11160;874
data,1241128800000,131;7774;874
data,1241128800000,131;6535;875
data,1241128800000,131;7560;875
data,1241128800000,131;9133;875
data,1241128800000,131;12122;876
data,1241128800000,131;1934;876
data,1241128800000,131;9785;876
data,1241128800000,131;10987;876
data,1246399200000,131;11352;876
data,1246399200000,131;11581;876
data,1246399200000,131;5662;876
data,1246399200000,131;6803;876
data,1246399200000,131;5727;876
data,1246399200000,131;239;876
data,1246399200000,131;7493;876
data,1246399200000,131;8332;876
data,1246399200000,131;3743;876
data,1246399200000,131;6808;876
data,1246399200000,131;6598;876
data,1246399200000,131;3131;877
data,1246399200000,132;645;878
data,1246399200000,132;12395;878
data,1246399200000,132;9717;878
data,1246399200000,132;2303;879
data,1246399200000,132;1829;879
data,1246399200000,132;4097;879
data,1246399200000,132;9664;879
data,1246399200000,133;5175;879
data,1246399200000,133;11210;879
data,1249077600000,133;7058;880
data,1251756000000,133;9329;880
data,1254348000000,133;11924;880
data,1254348000000,133;11792;880
data,1264978800000,133;6455;880
data,1264978800000,133;5688;880
data,1264978800000,133;1379;880
data,1257030000000,133;7900;880
data,1257030000000,133;1695;880
data,1257030000000,133;8025;880
data,1257030000000,133;3112;880
data,1257030000000,133;9588;880
data,1257030000000,133;1928;880
data,1257030000000,134;1894;880
data,1257030000000,134;6647;880
data,1257030000000,134;4186;880
data,1257030000000,134;857;880
data,1257030000000,134;7379;880
data,1257030000000,134;8535;880
data,1257030000000,134;4878;880
data,1257030000000,134;1570;880
data,1257030000000,134;11556;880
data,1257030000000,134;1171;880
data,1257030000000,134;10035;880
data,1257030000000,134;6563;880
data,1257030000000,134;516;881
data,1257030000000,134;959;881
data,1257030000000,134;11019;881
data,1257030000000,134;3235;881
data,1257030000000,134;10332;882
data,1257030000000,134;11251;883
data,1257030000000,134;1934;883
data,1257030000000,134;7378;884
data,1257030000000,134;7200;884
data,1257030000000,134;9267;884
data,1257030000000,134;2556;884
data,1257030000000,134;12423;884
data,1257030000000,134;2098;884
data,1257030000000,134;10332;885
data,1257030000000,134;396;886
data,1257030000000,134;9788;886
data,1257030000000,134;802;887
data,1257030000000,134;786;887
data,1257030000000,134;802;888
data,1257030000000,134;7205;888
data,1257030000000,134;5202;888
data,1257030000000,134;12120;888
data,1257030000000,134;243;888
data,1257030000000,134;1083;889
data,1257030000000,134;11251;890
data,1257030000000,134;1704;891
data,1257030000000,134;516;892
data,1257030000000,134;11607;892
data,1257030000000,134;9422;892
data,1257030000000,134;7364;892
data,1257030000000,134;3650;893
data,1257030000000,134;8753;893
data,1257030000000,134;4213;893
data,1257030000000,134;6182;893
data,1257030000000,134;3190;893
data,1257030000000,134;8485;893
data,1257030000000,134;10332;894
data,1257030000000,134;7495;894
data,1257030000000,134;6682;894
data,1257030000000,134;7898;894
data,1257030000000,134;7378;895
data,1257030000000,134;6023;895
data,1257030000000,134;1385;895
data,1257030000000,134;843;895
data,1257030000000,134;8851;895
data,1257030000000,134;6257;896
data,1257030000000,134;6013;896
data,1257030000000,134;5810;896
data,1257030000000,134;8794;896
data,1257030000000,134;9717;896
data,1259622000000,134;11251;897
data,1259622000000,134;10332;898
data,1259622000000,134;2165;898
data,1259622000000,134;516;899
data,1259622000000,134;2062;899
