New Run at  07/14/2017 15:34:22
, Time, RandomReward; Master_ActiveReward; 
data,1296514800000,31;9476;172
data,1296514800000,31;4483;173
data,1296514800000,31;1711;173
data,1296514800000,31;9187;173
data,1296514800000,31;10646;173
data,1296514800000,31;1525;174
data,1296514800000,31;1971;175
data,1296514800000,31;10515;176
data,1296514800000,31;5052;176
data,1296514800000,32;1866;176
data,1296514800000,32;9534;176
data,1296514800000,32;1166;177
data,1296514800000,32;9476;178
data,1296514800000,32;5251;178
data,1296514800000,32;6149;178
data,1296514800000,33;8942;178
data,1296514800000,33;3111;178
data,1296514800000,33;6650;178
data,1296514800000,34;6533;179
data,1296514800000,34;7079;179
data,1296514800000,34;1166;180
data,1296514800000,34;10148;180
data,1296514800000,34;1525;181
data,1296514800000,34;1525;182
data,1296514800000,34;1274;183
data,1296514800000,34;6950;184
data,1296514800000,34;5922;184
data,1298934000000,34;9476;185
data,1298934000000,34;9575;185
data,1298934000000,34;9476;186
data,1298934000000,34;3307;186
data,1298934000000,34;4503;187
data,1298934000000,34;1525;188
data,1298934000000,34;4339;188
data,1298934000000,34;2818;189
data,1298934000000,34;8942;189
data,1298934000000,34;5415;189
data,1298934000000,34;3193;189
data,1298934000000,34;9476;190
data,1298934000000,34;1525;191
data,1298934000000,34;4503;192
data,1298934000000,34;1525;193
data,1298934000000,34;1274;194
data,1298934000000,34;6750;195
data,1298934000000,34;4503;196
data,1298934000000,34;9476;197
data,1298934000000,35;5369;197
data,1298934000000,35;4503;198
data,1298934000000,35;6750;199
data,1298934000000,35;1525;200
data,1298934000000,35;1971;201
data,1298934000000,35;4503;202
data,1298934000000,35;1946;202
data,1298934000000,36;1973;202
data,1298934000000,36;10835;202
data,1298934000000,36;9476;203
data,1298934000000,36;6533;204
data,1298934000000,36;9476;205
data,1298934000000,36;4896;205
data,1298934000000,36;9809;205
data,1298934000000,36;2937;205
data,1298934000000,36;6304;205
data,1298934000000,36;10758;206
data,1298934000000,36;4503;207
data,1298934000000,36;9476;208
data,1298934000000,36;3848;208
data,1298934000000,36;1274;209
data,1298934000000,36;1274;210
data,1298934000000,36;3966;210
data,1298934000000,37;7151;211
data,1298934000000,38;4503;212
data,1298934000000,38;10758;213
data,1298934000000,38;1525;214
data,1298934000000,38;1525;215
data,1298934000000,38;10583;216
data,1298934000000,38;9476;217
data,1298934000000,38;1971;218
data,1298934000000,38;5314;219
data,1298934000000,38;4176;219
data,1304596429856,38;1124;219
data,1304596429049,38;2483;219
data,1304596429840,38;3061;219
data,1304596429340,38;8706;220
data,1304596429357,38;2459;221
data,1304596429273,38;5838;221
data,1304596429090,38;8173;222
data,1304596429027,38;3654;223
data,1304596429182,38;2961;223
data,1304596429124,38;3604;223
data,1304596429232,38;2909;223
data,1304596429074,39;4407;223
data,1304596429107,39;5551;223
data,1304596432786,39;2459;224
data,1304596432553,39;8104;224
data,1304596432678,39;8463;224
data,1304596432586,39;5297;224
data,1304596432770,39;8706;225
data,1304596432803,39;2726;225
data,1304596432645,39;1201;226
data,1304596432537,39;610;227
data,1304596432517,39;3654;228
data,1304596432720,39;7950;229
data,1304596433427,39;8173;230
data,1304596433585,39;10758;231
data,1304596433519,39;10988;231
data,1304596433535,39;1525;232
data,1304596433444,39;3428;232
data,1304596433477,40;6950;233
data,1304596433552,40;7950;234
data,1304596433461,40;6750;235
data,1304596433410,40;3654;236
data,1304596433569,40;7151;237
data,1304596433610,40;9476;238
data,1304596433502,40;4503;239
data,1304596433627,40;8973;239
data,1304596435600,40;116;239
data,1304596435733,40;11032;239
data,1304596435617,40;11037;239
data,1304596435533,40;3338;239
data,1304596435658,40;7950;240
data,1304596435708,40;8706;241
data,1304596435492,40;610;242
data,1304596436275,40;2274;242
data,1304596437731,40;6160;242
data,1304596437839,40;5369;242
data,1304596437806,40;6950;243
data,1304596437709,40;3654;244
data,1304596437773,40;5925;244
data,1304596437914,40;2341;244
data,1304596437823,40;4279;245
data,1304596438039,40;7950;246
data,1304596438097,40;2459;247
data,1304596438988,40;3654;248
data,1304596439121,40;8706;249
data,1304596439063,40;7950;250
data,1304596439030,40;7852;250
data,1304596439706,40;7950;251
data,1304596439046,40;6018;251
data,1304596439154,40;3191;251
data,1304596440312,40;3654;252
data,1304596440328,40;7950;253
data,1304596441769,40;8706;254
data,1304596441785,40;11108;254
data,1304596441752,40;7927;254
data,1304596443491,40;4503;255
data,1304596443467,40;6750;256
data,1304596443433,41;7950;257
data,1304596443398,41;3654;258
data,1304596443450,41;7714;258
data,1304596443416,42;6449;258
data,1304596443508,42;2459;259
data,1304596444469,42;5315;259
data,1304596444499,42;823;259
data,1304596444482,42;5314;260
data,1304596445832,42;9476;261
data,1304596445848,42;8706;262
data,1304596445790,42;5003;262
data,1304596447147,42;4483;263
data,1304596447130,42;3654;264
data,1304596447971,42;8173;265
data,1304596447107,42;4279;266
data,1304596447938,42;10835;266
data,1304596447197,42;7950;267
data,1304596447954,42;4483;268
data,1304596447988,42;1971;269
data,1304596447288,42;2459;270
data,1304596447164,42;5314;271
data,1304596448138,42;8706;272
data,1304596448046,42;2051;272
data,1304596448154,42;9428;272
data,1304596448096,43;10492;272
data,1304596448063,44;4503;273
data,1304596448121,44;10758;274
data,1304596448029,44;6750;275
data,1304596448079,44;779;275
data,1304596448712,44;610;276
data,1304596448013,44;1274;277
data,1304596449570,44;4483;278
data,1304596449669,44;2459;279
data,1304596449636,44;8706;280
data,1304596450735,44;509;280
data,1304596450723,44;4483;281
data,1304596450851,44;98;281
data,1304596450835,44;9476;282
data,1304596450793,44;69;282
data,1304596450244,44;4503;283
data,1304596450818,44;1166;284
data,1304596450190,44;1525;285
data,1304596450210,44;9476;286
data,1304596451393,44;2274;286
data,1304596453865,44;1971;287
data,1304596453832,44;8173;288
data,1304596453940,44;7008;288
data,1304596453973,44;5314;289
data,1304596453898,44;6013;289
data,1304596453815,44;6899;289
data,1304596453956,44;4279;290
data,1304596454023,44;7950;291
data,1304596454006,44;5214;291
data,1304596454065,44;2642;291
data,1304596455056,44;8173;292
data,1304596455088,44;7950;293
data,1304596455030,44;5314;294
data,1304596455014,44;10515;295
data,1304596455986,44;3654;296
data,1304596455072,44;7923;297
data,1304596455163,44;1933;297
data,1304596456096,44;11010;297
data,1304596456112,44;2459;298
data,1304596456021,44;11010;298
data,1304596456079,44;8706;299
data,1304596458131,44;3654;300
data,1304596458194,44;509;300
data,1304596458378,44;5314;301
data,1304596458393,44;7950;302
data,1304596458486,44;8706;303
data,1304596459127,44;7950;304
data,1304596459192,44;8706;305
data,1304596459079,44;3654;306
data,1304596459101,44;8304;306
data,1304596459209,44;2459;307
data,1304596459176,44;8334;307
data,1304596460233,44;6121;307
data,1304596460325,44;9742;307
data,1304596460341,44;1567;307
data,1304596460217,44;6950;308
data,1304596460266,44;4279;309
data,1304596460283,44;5314;310
data,1304596460400,44;5653;310
data,1304596460125,44;10515;311
data,1304596460175,44;2111;311
data,1304596461199,44;8973;311
data,1304596461090,44;9763;311
data,1304596461215,44;8099;311
data,1304596461057,44;4483;312
data,1304596461182,44;9476;313
data,1304596461041,44;3654;314
data,1304596461787,44;7950;315
data,1304596461074,44;10515;316
data,1304596462417,44;3654;317
data,1304596462581,44;2459;318
data,1304596462547,44;8706;319
data,1304596462481,44;7950;320
data,1304596463257,44;10548;320
data,1304596463289,44;2459;321
data,1304596463272,45;6950;322
data,1304596463231,45;2599;322
data,1304596463164,45;1117;322
data,1304596463198,45;7950;323
data,1304596463142,45;3654;324
data,1304596464697,45;1971;325
data,1304596465653,45;4503;326
data,1304596465575,45;3654;327
data,1304596467368,45;1525;328
data,1304596467476,45;7258;328
data,1304596467385,45;2462;328
data,1304596467460,45;10837;328
data,1304596467351,45;5314;329
data,1304596468367,45;9525;329
data,1304596468307,45;10515;330
data,1304596468384,45;2674;330
data,1304596471272,45;4503;331
data,1304596471197,45;3654;332
data,1304596471214,45;7950;333
data,1304596471289,45;2459;334
data,1304596471231,45;9476;335
data,1304596471257,45;5330;335
data,1304596472879,45;7950;336
data,1304596472813,45;3654;337
data,1304596472970,45;8706;338
data,1304596472912,45;11400;338
data,1304596473004,45;2459;339
data,1304596474266,45;2986;339
data,1304596474361,45;2459;340
data,1304596475325,45;3654;341
data,1304596475451,45;8706;342
data,1304596475484,45;2459;343
data,1304596475368,45;7950;344
data,1304596476492,45;1166;345
data,1304596476575,45;8706;346
data,1304596476425,45;7595;346
data,1304596476360,45;11424;346
data,1304596476316,45;3654;347
data,1304596476408,45;6750;348
data,1304596476460,45;11433;348
data,1304596476392,45;1274;349
data,1304596477940,45;8527;349
data,1304596479796,45;8323;349
data,1304596479763,45;4503;350
data,1304596479672,45;610;351
data,1304596479846,45;8175;351
data,1304596479863,45;5314;352
data,1304596479946,45;11452;352
data,1304596481296,45;2459;353
data,1304596481812,45;4800;353
data,1304596481163,46;4279;354
data,1304596481279,46;8706;355
data,1304596481793,46;3654;356
data,1304596481845,46;8706;357
data,1304596481862,46;4176;357
data,1304596481096,46;6722;357
data,1304596481829,46;1739;357
data,1304596481881,46;2459;358
data,1304596481196,46;7950;359
data,1304684820052,46;9476;360
data,1304684823336,46;1525;361
data,1304684825033,46;1525;362
data,1304684832136,46;9476;363
data,1304684832130,46;1525;364
data,1304684835572,46;11484;364
data,1304684836426,46;9476;365
data,1304684840730,46;1525;366
data,1304684842638,46;9476;367
data,1162335600000,46;8142;367
data,1162335600000,46;5683;368
data,1162335600000,46;10991;368
data,1162335600000,46;6567;368
data,1162335600000,46;10546;368
data,1162335600000,46;5371;369
data,1162335600000,46;3538;370
data,1162335600000,46;1449;371
data,1162335600000,46;3592;371
data,1162335600000,46;6150;371
data,1164927600000,46;5912;372
data,1164927600000,46;2414;372
data,1164927600000,46;7208;372
data,1164927600000,46;5195;372
data,1170284400000,46;5568;372
data,1172703600000,46;9167;373
data,1177970400000,46;6821;373
data,1183240800000,46;3391;373
data,1207000800000,46;3203;373
data,1207000800000,46;1564;374
data,1217541600000,46;1184;374
data,1217541600000,46;5808;374
data,1254348000000,46;11286;374
data,1257030000000,46;7835;374
data,1257030000000,46;1584;374
data,1257030000000,46;5466;374
data,1257030000000,46;2133;374
data,1257030000000,46;11318;374
data,1257030000000,46;1853;374
data,1257030000000,46;10547;374
data,1267398000000,46;9572;374
data,1275343200000,47;3324;374
data,1304596493158,47;3654;374
data,1285884000000,47;1410;374
data,1285884000000,47;11560;374
data,1285884000000,47;4114;374
data,1285884000000,47;10971;374
data,1285884000000,47;11567;374
data,1293836400000,47;4637;375
data,1293836400000,48;9735;376
data,1293836400000,48;5361;377
data,1293836400000,48;5629;378
data,1293836400000,48;3052;378
data,1293836400000,48;9869;379
data,1293836400000,48;1697;380
data,1293836400000,49;10197;381
data,1293836400000,49;9791;382
data,1293836400000,49;420;383
data,1293836400000,49;9325;383
data,1293836400000,49;2011;383
data,1293836400000,49;8193;384
data,1293836400000,49;6096;385
data,1296514800000,49;6105;385
data,1296514800000,49;8387;386
data,1296514800000,49;3299;386
data,1296514800000,49;10789;386
data,1296514800000,49;11098;386
data,1296514800000,49;8198;386
data,1214863200000,49;8654;386
data,1214863200000,49;3608;386
data,1214863200000,49;11616;386
data,1214863200000,49;5369;386
data,1214863200000,49;2276;386
data,1214863200000,49;10213;386
data,1214863200000,50;2089;386
data,1214863200000,50;2594;386
data,1214863200000,50;8387;386
data,1214863200000,50;1346;387
data,1214863200000,51;7206;387
data,1214863200000,51;7688;387
data,1214863200000,51;8411;387
data,1214863200000,51;2536;387
data,1214863200000,51;1946;387
data,1214863200000,51;2806;387
data,1214863200000,51;9824;387
data,1214863200000,51;2990;387
data,1214863200000,51;11169;387
data,1214863200000,51;6255;387
data,1214863200000,51;1580;387
data,1214863200000,51;5786;387
data,1214863200000,51;4986;387
data,1214863200000,51;8170;387
data,1214863200000,51;3042;387
data,1214863200000,51;10045;387
data,1214863200000,51;2315;387
data,1214863200000,51;7815;388
data,1214863200000,51;5129;388
data,1214863200000,52;6225;388
data,1214863200000,52;9354;388
data,1214863200000,52;1880;388
data,1214863200000,52;2788;388
data,1214863200000,52;7164;388
data,1214863200000,52;4195;388
data,1214863200000,52;5042;388
data,1214863200000,52;11672;388
data,1214863200000,52;5106;388
data,1214863200000,52;10505;388
data,1214863200000,52;5357;388
data,1214863200000,52;8352;388
data,1214863200000,52;4073;388
data,1214863200000,52;11677;388
data,1214863200000,52;8975;388
data,1214863200000,52;2858;388
data,1214863200000,52;904;388
data,1214863200000,52;4360;388
data,1214863200000,52;3604;388
data,1214863200000,52;11549;388
data,1214863200000,52;2823;389
data,1214863200000,52;8636;389
data,1214863200000,52;9562;389
data,1214863200000,52;643;389
data,1214863200000,52;5053;389
data,1149112800000,53;1504;389
data,1149112800000,53;2975;389
data,1149112800000,53;8661;389
data,1149112800000,53;5424;389
data,1149112800000,53;1748;389
data,1180648800000,53;8762;389
data,1180648800000,53;4667;389
data,1209592800000,53;8061;389
data,1209592800000,53;6855;389
data,1209592800000,53;8892;389
data,1209592800000,53;5691;389
data,1209592800000,53;7696;389
data,1209592800000,53;7110;389
data,1209592800000,53;1970;389
data,1209592800000,53;7524;389
data,1209592800000,53;1845;389
data,1209592800000,53;2414;389
data,1209592800000,53;7900;389
data,1209592800000,53;4547;389
data,1209592800000,53;11730;389
data,1209592800000,53;3734;389
data,1209592800000,53;7669;389
data,1209592800000,53;11312;389
data,1209592800000,53;2717;389
data,1209592800000,53;3211;389
data,1209592800000,53;2634;389
data,1209592800000,53;10528;389
data,1209592800000,53;2970;389
data,1209592800000,53;2769;389
data,1209592800000,53;4746;389
data,1209592800000,53;11741;389
data,1209592800000,53;9037;390
data,1209592800000,53;4474;390
data,1209592800000,53;6914;391
data,1209592800000,53;9954;392
data,1209592800000,53;6635;393
data,1209592800000,54;8836;394
data,1209592800000,54;11169;394
data,1209592800000,54;5443;395
data,1209592800000,54;7913;396
data,1209592800000,54;11758;396
data,1209592800000,54;5247;396
data,1209592800000,54;8608;396
data,1209592800000,54;8673;397
data,1209592800000,54;1133;398
data,1209592800000,54;10532;398
data,1212271200000,54;4405;398
data,1212271200000,54;9037;399
data,1212271200000,54;11202;399
data,1212271200000,54;9954;400
data,1212271200000,54;9037;401
data,1212271200000,54;561;402
data,1212271200000,54;9954;403
data,1212271200000,54;2142;403
data,1212271200000,54;4497;403
data,1212271200000,54;9037;404
data,1214863200000,55;11441;405
data,1217541600000,55;1526;406
data,1220220000000,55;11776;406
data,1220220000000,55;6525;407
data,1228086000000,55;9954;408
data,1228086000000,56;9037;409
data,1228086000000,56;2003;409
data,1228086000000,56;9954;410
data,1228086000000,56;1636;410
data,1228086000000,56;9954;411
data,1228086000000,56;9954;412
data,1251756000000,56;9954;413
data,1251756000000,56;9954;414
data,1251756000000,56;9037;415
data,1251756000000,56;3604;415
data,1251756000000,56;9954;416
data,1259622000000,56;936;417
data,1259622000000,56;5912;417
data,1259622000000,57;9954;418
data,1259622000000,57;7893;418
data,1259622000000,57;9954;419
data,1259622000000,57;1279;419
data,1259622000000,57;9037;420
data,1259622000000,57;5169;420
data,1259622000000,57;1058;421
data,1277935200000,57;9954;422
data,1277935200000,57;9954;423
data,1209592800000,58;11364;423
data,1209592800000,58;6336;423
data,1209592800000,58;4000;423
data,1209592800000,58;48;423
data,1209592800000,58;10690;423
data,1209592800000,59;9676;423
data,1209592800000,59;11823;423
data,1212271200000,59;751;423
data,1212271200000,59;2339;423
data,1212271200000,59;10161;423
data,1212271200000,59;6273;423
data,1212271200000,59;3472;423
data,1212271200000,59;11694;423
data,1212271200000,60;9472;423
data,1212271200000,61;8691;423
data,1212271200000,61;2769;423
data,1212271200000,61;420;423
data,1214863200000,61;3687;423
data,1214863200000,61;10834;423
data,1214863200000,61;5654;423
data,1214863200000,61;10789;423
data,1214863200000,61;1319;424
data,1214863200000,61;6081;424
data,1214863200000,61;7447;424
data,1214863200000,61;10535;424
data,1214863200000,61;7555;424
data,1214863200000,61;7860;424
data,1214863200000,61;8195;424
data,1214863200000,61;10239;424
data,1214863200000,61;9465;424
data,1214863200000,61;2522;424
data,1214863200000,62;4788;424
data,1214863200000,63;444;424
